Question,Answer
"Нельзя брать прошлое с собой. И нельзя оглядываться, это утомляет и ведет к гибели.","Нельзя брать прошлое с собой. И нельзя оглядываться, это утомляет и ведет к гибели."
"И с другом и с врагом ты должен быть хорош!
Кто по натуре добр, в том злобы не найдешь.
Обидишь друга — наживешь врага ты
Врага обнимешь — друга наживешь.","И с другом и с врагом ты должен быть хорош!
Кто по натуре добр, в том злобы не найдешь.
Обидишь друга — наживешь врага ты
Врага обнимешь — друга наживешь."
"Читатель проживает тысячу жизней, прежде чем умрет. Человек, который никогда не читает, проживает только одну.","Читатель проживает тысячу жизней, прежде чем умрет. Человек, который никогда не читает, проживает только одну."
Самые опасные враги — это бывшие друзья.,Самые опасные враги — это бывшие друзья.
"Истинное мужество состоит в том, чтобы любить жизнь, зная о ней всю правду.","Истинное мужество состоит в том, чтобы любить жизнь, зная о ней всю правду."
"Женщины говорят о любви и молчат о любовниках, мужчины — обратно.","Женщины говорят о любви и молчат о любовниках, мужчины — обратно."
"Ирония — любимое, а главное, единственное оружие беззащитных.","Ирония — любимое, а главное, единственное оружие беззащитных."
"Живи я при начале мира, я бы сперва послушал, что соседи говорят об убийстве Авеля, прежде чем громко осудить Каина.","Живи я при начале мира, я бы сперва послушал, что соседи говорят об убийстве Авеля, прежде чем громко осудить Каина."
"Быть человеком — значит взять на себя какую-то ответственность, а не просто заполнять собой пространство.","Быть человеком — значит взять на себя какую-то ответственность, а не просто заполнять собой пространство."
"Должна же быть ещё другая, незнакомая мне жизнь, которая говорит языком книг, картин и музыки, будит во мне тревогу, манит меня.","Должна же быть ещё другая, незнакомая мне жизнь, которая говорит языком книг, картин и музыки, будит во мне тревогу, манит меня."
"Самые богатые люди обычно болваны. Один такой как-то спросил меня: «Раз вы такой умный, что же вы не разбогатели». Я ответил: «Раз вы такой богатый, что же вы не поумнели?»","Самые богатые люди обычно болваны. Один такой как-то спросил меня: «Раз вы такой умный, что же вы не разбогатели». Я ответил: «Раз вы такой богатый, что же вы не поумнели?»"
"Трудно найти слова, когда действительно есть, что сказать.","Трудно найти слова, когда действительно есть, что сказать."
Я столько читал о вреде алкоголя! Решил навсегда бросить... читать.,Я столько читал о вреде алкоголя! Решил навсегда бросить... читать.
"Большинство людей сердятся из-за обид, которые они сами сочинили, придавая глубокий смысл пустякам.","Большинство людей сердятся из-за обид, которые они сами сочинили, придавая глубокий смысл пустякам."
"Лучше впасть в нищету, голодать или красть,
Чем в число блюдолизов презренных попасть,
Лучше кости глодать, чем прельститься страстям,
За столом у мерзавцев, имеющих власть.","Лучше впасть в нищету, голодать или красть,
Чем в число блюдолизов презренных попасть,
Лучше кости глодать, чем прельститься страстям,
За столом у мерзавцев, имеющих власть."
"От судьбы никому не уйти. И никто не знает, когда она тебя настигнет.","От судьбы никому не уйти. И никто не знает, когда она тебя настигнет."
"Скупец, не причитай, что плохи времена.
Все, что имеешь, — трать. Запомни: жизнь одна.
Сколь злата ни награбь, а в мир иной отсюда
Не унесешь, представь, и горсточки зерна.","Скупец, не причитай, что плохи времена.
Все, что имеешь, — трать. Запомни: жизнь одна.
Сколь злата ни награбь, а в мир иной отсюда
Не унесешь, представь, и горсточки зерна."
"Чтоб выжить и прожить на этом свете,
пока земля не свихнута с оси,
держи себя на тройственном запрете:
не бойся, не надейся, не проси.","Чтоб выжить и прожить на этом свете,
пока земля не свихнута с оси,
держи себя на тройственном запрете:
не бойся, не надейся, не проси."
"Наблюдайте за поведением человека, вникайте в причины его поступков, приглядывайтесь к нему в часы его досуга. Останется ли он тогда для вас загадкой?","Наблюдайте за поведением человека, вникайте в причины его поступков, приглядывайтесь к нему в часы его досуга. Останется ли он тогда для вас загадкой?"
Зорко одно лишь сердце. Самого главного глазами не увидишь.,Зорко одно лишь сердце. Самого главного глазами не увидишь.
"Жениться интересно только по любви; жениться же на девушке только потому, что она симпатична, - это все равно, что купить себе на базаре ненужную вещь только потому, что она хороша.","Жениться интересно только по любви; жениться же на девушке только потому, что она симпатична, - это все равно, что купить себе на базаре ненужную вещь только потому, что она хороша."
"Людям нужно во что-то верить. Жизнь настолько короткая и опасная, что приходится верить в то, что будет после неё.","Людям нужно во что-то верить. Жизнь настолько короткая и опасная, что приходится верить в то, что будет после неё."
"Благородный превыше всего почитает долг. Благородный человек, наделенный отвагой, но не ведающий долга, может стать мятежником. Низкий человек, наделенный отвагой, но не ведающий долга, может пуститься в разбой.","Благородный превыше всего почитает долг. Благородный человек, наделенный отвагой, но не ведающий долга, может стать мятежником. Низкий человек, наделенный отвагой, но не ведающий долга, может пуститься в разбой."
"И они ждут Прекрасного Принца, вбив себе в голову этот дурацкий рекламный образ, который плодит неудачниц, будущих старых дев и мегер, потому что счастливыми-то их сделать может только мужчина, далекий от совершенства.","И они ждут Прекрасного Принца, вбив себе в голову этот дурацкий рекламный образ, который плодит неудачниц, будущих старых дев и мегер, потому что счастливыми-то их сделать может только мужчина, далекий от совершенства."
"Не заблуждайтесь в мысли, что мир вам чем-то обязан — он был до вас и ничего вам не должен.","Не заблуждайтесь в мысли, что мир вам чем-то обязан — он был до вас и ничего вам не должен."
"Вам нужны друзья, а не вещи, чтобы иметь дом.","Вам нужны друзья, а не вещи, чтобы иметь дом."
В жизни всегда есть место подвигу. Главное — держаться от этого места подальше.,В жизни всегда есть место подвигу. Главное — держаться от этого места подальше.
Дети наследуют безумие родителей.,Дети наследуют безумие родителей.
"Недостойно — стремиться к тарелке любой,
Словно жадная муха, рискуя собой.
Лучше пусть у Хайяма ни крошки не будет,
Чем подлец его будет кормить на убой.","Недостойно — стремиться к тарелке любой,
Словно жадная муха, рискуя собой.
Лучше пусть у Хайяма ни крошки не будет,
Чем подлец его будет кормить на убой."
"Тщеславные люди глухи ко всему, кроме похвал.","Тщеславные люди глухи ко всему, кроме похвал."
"Если у вас за спиной кричат «Дурак!», то это не повод оглядываться.","Если у вас за спиной кричат «Дурак!», то это не повод оглядываться."
"Разум, однажды расширивший свои границы, никогда не вернется в прежние.","Разум, однажды расширивший свои границы, никогда не вернется в прежние."
"Если человек идиот, то это надолго!","Если человек идиот, то это надолго!"
"Океан, состоящий из капель, велик.
Из пылинок слагается материк.
Твой приход и уход не имеет значенья.
Просто муха в окно залетела на миг.","Океан, состоящий из капель, велик.
Из пылинок слагается материк.
Твой приход и уход не имеет значенья.
Просто муха в окно залетела на миг."
"Парадокс воспитания состоит в том, что хорошо поддаются воспитанию как раз те, что не нуждаются в воспитании.","Парадокс воспитания состоит в том, что хорошо поддаются воспитанию как раз те, что не нуждаются в воспитании."
"Не многие из нас могут вынести счастье — имеется в виду, счастье ближнего.","Не многие из нас могут вынести счастье — имеется в виду, счастье ближнего."
"Если труженик, в поте лица своего
Добывающий хлеб, не стяжал ничего —
Почему он ничтожеству кланяться должен
Или даже тому, кто не хуже его?","Если труженик, в поте лица своего
Добывающий хлеб, не стяжал ничего —
Почему он ничтожеству кланяться должен
Или даже тому, кто не хуже его?"
"Ты живешь в своих поступках, а не в теле. Ты — это твои действия, и нет другого тебя.","Ты живешь в своих поступках, а не в теле. Ты — это твои действия, и нет другого тебя."
"Семья заменяет все. Поэтому, прежде чем ее завести, стоит подумать, что тебе важнее: все или семья.","Семья заменяет все. Поэтому, прежде чем ее завести, стоит подумать, что тебе важнее: все или семья."
"Когда ещё хочется жить, то это значит, что есть у тебя что-то любимое. Так, конечно, тяжелее, но вместе с тем и легче...","Когда ещё хочется жить, то это значит, что есть у тебя что-то любимое. Так, конечно, тяжелее, но вместе с тем и легче..."
"Мужчина действует, а женщина ждёт - такова судьба. Но порой ждать куда тяжелее, чем действовать.","Мужчина действует, а женщина ждёт - такова судьба. Но порой ждать куда тяжелее, чем действовать."
"Жизнь — это болезнь, и смерть начинается с самого рождения.","Жизнь — это болезнь, и смерть начинается с самого рождения."
"Женщина беспокоится о будущем, пока не выйдет замуж. Мужчина не беспокоится о будущем, пока не женится.","Женщина беспокоится о будущем, пока не выйдет замуж. Мужчина не беспокоится о будущем, пока не женится."
Свобода означает ответственность. Вот почему большинство людей боится свободы.,Свобода означает ответственность. Вот почему большинство людей боится свободы.
Жизнь — это небольшая прогулка перед вечным сном.,Жизнь — это небольшая прогулка перед вечным сном.
"Когда один день похож на другой, люди перестают замечать то хорошее, что происходит в их жизни каждый день после восхода солнца.","Когда один день похож на другой, люди перестают замечать то хорошее, что происходит в их жизни каждый день после восхода солнца."
"Привычка не показывать своих чувств въелась настолько, что стала инстинктом.","Привычка не показывать своих чувств въелась настолько, что стала инстинктом."
"Никто не был дважды в одной реке. Ибо через миг и река была не та, и сам он уже не тот.","Никто не был дважды в одной реке. Ибо через миг и река была не та, и сам он уже не тот."
"Мы не получаем жизнь короткой, но делаем ее таковой.","Мы не получаем жизнь короткой, но делаем ее таковой."
"Его молчание давило меня; и поистине, вдвоем человек бывает более одиноким, чем наедине с собою.","Его молчание давило меня; и поистине, вдвоем человек бывает более одиноким, чем наедине с собою."
"Люди могут простить вам добро, которое вы для них сделали, но редко забывают зло, которое они причинили вам.","Люди могут простить вам добро, которое вы для них сделали, но редко забывают зло, которое они причинили вам."
"Тот, кто мир преподносит счастливчикам в дар,
Остальным за ударом наносит удар
Не горюй, что меньше других веселился,
Будь доволен, что меньше других пострадал.","Тот, кто мир преподносит счастливчикам в дар,
Остальным за ударом наносит удар
Не горюй, что меньше других веселился,
Будь доволен, что меньше других пострадал."
Изощренные слова губят добродетель. Несдержанность в мелочах погубит великое дело.,Изощренные слова губят добродетель. Несдержанность в мелочах погубит великое дело.
"Ты не очень-то щедр, всемогущий Творец:
Сколько в мире тобою разбитых сердец!
Губ рубиновых, мускусных локонов сколько
Ты, как скряга, упрятал в бездонный ларец!","Ты не очень-то щедр, всемогущий Творец:
Сколько в мире тобою разбитых сердец!
Губ рубиновых, мускусных локонов сколько
Ты, как скряга, упрятал в бездонный ларец!"
"Если ты поверил в человека, не спеши менять мнение о нем.","Если ты поверил в человека, не спеши менять мнение о нем."
"Раскаяние – самая бесполезная вещь на свете. Вернуть ничего нельзя. Ничего нельзя исправить. Иначе все мы были бы святыми. Жизнь не имела в виду сделать нас совершенными. Тому, кто совершенен, место в музее.","Раскаяние – самая бесполезная вещь на свете. Вернуть ничего нельзя. Ничего нельзя исправить. Иначе все мы были бы святыми. Жизнь не имела в виду сделать нас совершенными. Тому, кто совершенен, место в музее."
"По своей воле вы оказались в мире, который создали для себя сами. Что держите в сердце своем, то и исполнится, чем больше всего восхищаетесь, тем и станете.","По своей воле вы оказались в мире, который создали для себя сами. Что держите в сердце своем, то и исполнится, чем больше всего восхищаетесь, тем и станете."
"Никогда не объясняйся. Никогда не оправдывайся. Как только ты попытаешься объяснить свои поступки, тебя тут же сочтут виноватым.","Никогда не объясняйся. Никогда не оправдывайся. Как только ты попытаешься объяснить свои поступки, тебя тут же сочтут виноватым."
"Как же неприятно потратить на человека так много времени лишь для того, чтобы узнать, что он так и остался для тебя лишь посторонним.","Как же неприятно потратить на человека так много времени лишь для того, чтобы узнать, что он так и остался для тебя лишь посторонним."
"Проблема этого мира в том, что глупцы и фанатики слишком уверены в себе, а умные люди полны сомнений.","Проблема этого мира в том, что глупцы и фанатики слишком уверены в себе, а умные люди полны сомнений."
"Жить — значит рисковать всем. В противном случае ты просто вялая кучка беспорядочно собранных молекул, плывущих по течению Вселенной.","Жить — значит рисковать всем. В противном случае ты просто вялая кучка беспорядочно собранных молекул, плывущих по течению Вселенной."
"Трудно жить с людьми, ибо так трудно хранить молчание.","Трудно жить с людьми, ибо так трудно хранить молчание."
"Уверяют, будто они добрые. Но делают очень много зла. Просто злой мало может сделать. Люди видят, что он злой, и остерегаются его. А вот добрые — чего только они не творят.","Уверяют, будто они добрые. Но делают очень много зла. Просто злой мало может сделать. Люди видят, что он злой, и остерегаются его. А вот добрые — чего только они не творят."
"В сей мир едва ли снова попадем,
Своих друзей вторично не найдем.
Лови же миг! Ведь он не повторится,
Как ты и сам не повторишься в нем.","В сей мир едва ли снова попадем,
Своих друзей вторично не найдем.
Лови же миг! Ведь он не повторится,
Как ты и сам не повторишься в нем."
"Ничего не бывает случайного, все имеет первопричину.","Ничего не бывает случайного, все имеет первопричину."
Единственный разумный способ обучать людей — это подавать им пример.,Единственный разумный способ обучать людей — это подавать им пример.
Чувства сложны и не всегда имеют смысл.,Чувства сложны и не всегда имеют смысл.
"Если я усну и проснусь через сто лет и меня спросят, что сейчас происходит в России, я отвечу: пьют и воруют...","Если я усну и проснусь через сто лет и меня спросят, что сейчас происходит в России, я отвечу: пьют и воруют..."
"Показывать можно только зрячим.
Петь песню — только тем, кто слышит.
Дари себя тому, кто будет благодарен,
Кто понимает, любит вас и ценит.","Показывать можно только зрячим.
Петь песню — только тем, кто слышит.
Дари себя тому, кто будет благодарен,
Кто понимает, любит вас и ценит."
"Жизнь — вещь грубая. Ты вышел в долгий путь, — значит, где-нибудь и поскользнешься, и получишь пи­нок, и упадешь, и устанешь, и воскликнешь ""умереть бы!"" — и, стало быть, солжешь.","Жизнь — вещь грубая. Ты вышел в долгий путь, — значит, где-нибудь и поскользнешься, и получишь пи­нок, и упадешь, и устанешь, и воскликнешь ""умереть бы!"" — и, стало быть, солжешь."
"Это еще ничего, что в Европе за наш рубль дают один полтинник, будет хуже, если за наш рубль станут давать в морду.","Это еще ничего, что в Европе за наш рубль дают один полтинник, будет хуже, если за наш рубль станут давать в морду."
"Мир — мгновенье, и я в нём мгновенье одно.
Сколько вздохов мне делать за миг суждено?
Будь же весел, живой! Это бренное зданье
Никому во владенье навек не дано.","Мир — мгновенье, и я в нём мгновенье одно.
Сколько вздохов мне делать за миг суждено?
Будь же весел, живой! Это бренное зданье
Никому во владенье навек не дано."
"Сердце, однажды слившееся с другим, никогда уже не испытает того же с прежней силой.","Сердце, однажды слившееся с другим, никогда уже не испытает того же с прежней силой."
"Что жизнь? Базар... Там друга не ищи.
Что жизнь? Ушиб... Лекарства не ищи.
Сам не меняйся. Людям улыбайся.
Но у людей улыбок ж — не ищи.","Что жизнь? Базар... Там друга не ищи.
Что жизнь? Ушиб... Лекарства не ищи.
Сам не меняйся. Людям улыбайся.
Но у людей улыбок ж — не ищи."
"Чему быть - того не миновать. Ибо нет такого коня, на котором от самого себя ускакать можно.","Чему быть - того не миновать. Ибо нет такого коня, на котором от самого себя ускакать можно."
"Без нас кружился мир, без нас кружиться будет.
Вселенной все равно, и больно только нам.","Без нас кружился мир, без нас кружиться будет.
Вселенной все равно, и больно только нам."
"Не имеет значения, что думают другие – поскольку они в любом случае что-нибудь подумают. Так что расслабься.","Не имеет значения, что думают другие – поскольку они в любом случае что-нибудь подумают. Так что расслабься."
"Жизнь – это как волны в море. Одна несёт вверх, другая вниз.","Жизнь – это как волны в море. Одна несёт вверх, другая вниз."
"Не существует такой проблемы, в которой не было бы бесценного дара для тебя. Ты создаёшь себе проблемы, потому что эти дары тебе крайне необходимы.","Не существует такой проблемы, в которой не было бы бесценного дара для тебя. Ты создаёшь себе проблемы, потому что эти дары тебе крайне необходимы."
"Если ты хочешь, чтобы кто-то остался в твоей жизни, - никогда не относись к нему равнодушно.","Если ты хочешь, чтобы кто-то остался в твоей жизни, - никогда не относись к нему равнодушно."
"Сколько бы мы ни старались, жизнь бежит быстрее нас, а если мы еще медлим, она проносится, словно не была нашей, и, хотя кончается в последний день, уходит от нас ежедневно.","Сколько бы мы ни старались, жизнь бежит быстрее нас, а если мы еще медлим, она проносится, словно не была нашей, и, хотя кончается в последний день, уходит от нас ежедневно."
"Стараясь о счастье других, мы находим своё собственное.","Стараясь о счастье других, мы находим своё собственное."
"Старость - это когда беспокоят не плохие сны, а плохая действительность.","Старость - это когда беспокоят не плохие сны, а плохая действительность."
"Нет более жалкого зрелища, чем человек, объясняющий свою шутку.","Нет более жалкого зрелища, чем человек, объясняющий свою шутку."
"Некоторые родители пытаются обеспечить будущее своих детей за счет выгодного брака. Это разновидность проституции или продажи товара лицу, предложившему наивысшую цену.","Некоторые родители пытаются обеспечить будущее своих детей за счет выгодного брака. Это разновидность проституции или продажи товара лицу, предложившему наивысшую цену."
"У меня такое чувство, будто я оказалась среди людей, которые собираются жить вечно. Во всяком случае, они так себя ведут. Их настолько занимают деньги, что они забыли о жизни.","У меня такое чувство, будто я оказалась среди людей, которые собираются жить вечно. Во всяком случае, они так себя ведут. Их настолько занимают деньги, что они забыли о жизни."
"В жизни две беды: первая – никогда не достигнуть своих мечтаний, вторая – достигнуть их.","В жизни две беды: первая – никогда не достигнуть своих мечтаний, вторая – достигнуть их."
"Ни один человек не заслуживает твоих слез. А те, кто заслуживают, не заставят тебя плакать.","Ни один человек не заслуживает твоих слез. А те, кто заслуживают, не заставят тебя плакать."
"Всё приходит вовремя для того, кто умеет ждать.","Всё приходит вовремя для того, кто умеет ждать."
"Не надо стоять на перроне, пытаясь влезть в любой подъехавший состав. Следуйте расписанию своего сердца.","Не надо стоять на перроне, пытаясь влезть в любой подъехавший состав. Следуйте расписанию своего сердца."
"Только те, кто предпринимают абсурдные попытки, смогут достичь невозможного.","Только те, кто предпринимают абсурдные попытки, смогут достичь невозможного."
"Чем ниже человек душой,
Тем выше задирает нос.
Он носом тянется туда,
Куда душою не дорос.","Чем ниже человек душой,
Тем выше задирает нос.
Он носом тянется туда,
Куда душою не дорос."
"Почему набожные люди так нетерпимы? Самый легкий характер у циников, самый невыносимый - у идеалистов. Не наталкивает ли это вас на размышления?","Почему набожные люди так нетерпимы? Самый легкий характер у циников, самый невыносимый - у идеалистов. Не наталкивает ли это вас на размышления?"
"Ничто не обходится в жизни так дорого, как болезнь и — глупость.","Ничто не обходится в жизни так дорого, как болезнь и — глупость."
Международные законы существуют только в сборниках международных законов.,Международные законы существуют только в сборниках международных законов.
"Человек — единственное животное, способное краснеть. Впрочем, только ему и приходится.","Человек — единственное животное, способное краснеть. Впрочем, только ему и приходится."
"Если во имя идеала человеку приходится делать подлости, то цена этому идеалу — дерьмо.","Если во имя идеала человеку приходится делать подлости, то цена этому идеалу — дерьмо."
"Глупца можно узнать по двум приметам: он много говорит о вещах для него бесполезных и высказывается о том, про что его не спрашивают.","Глупца можно узнать по двум приметам: он много говорит о вещах для него бесполезных и высказывается о том, про что его не спрашивают."
"От безбожья до Бога — мгновенье одно!
От нуля до итога — мгновенье одно.
Береги драгоценное это мгновенье:
Жизнь — ни мало ни много — мгновенье одно!","От безбожья до Бога — мгновенье одно!
От нуля до итога — мгновенье одно.
Береги драгоценное это мгновенье:
Жизнь — ни мало ни много — мгновенье одно!"
"Тот, кто делает добро другому, делает больше всего добра самому себе, не в том смысле, что ему будет за это награда, а тем, что сознание сделанного добра дает ему большую радость.","Тот, кто делает добро другому, делает больше всего добра самому себе, не в том смысле, что ему будет за это награда, а тем, что сознание сделанного добра дает ему большую радость."
Всё проходит - это самая верная истина на свете.,Всё проходит - это самая верная истина на свете.
"Ловушки, ямы на моем пути –
Их бог расставил и велел идти.
И все предвидел. И меня оставил.
И судит! Тот, кто не хотел спасти!","Ловушки, ямы на моем пути –
Их бог расставил и велел идти.
И все предвидел. И меня оставил.
И судит! Тот, кто не хотел спасти!"
"Всегда лучше, когда друзья недооценивают твои достоинства, а враг преувеличивает недостатки.","Всегда лучше, когда друзья недооценивают твои достоинства, а враг преувеличивает недостатки."
Все мы родом из детства.,Все мы родом из детства.
Самый верный способ справиться с соблазном — струсить...,Самый верный способ справиться с соблазном — струсить...
"Мы выбираем друг друга не случайно. Мы встречаем только тех, кто уже существует в нашем подсознании.","Мы выбираем друг друга не случайно. Мы встречаем только тех, кто уже существует в нашем подсознании."
"Искренна скорбь того, кто плачет втайне.","Искренна скорбь того, кто плачет втайне."
"Чем больше узнаю людей, тем больше мне нравятся собаки.","Чем больше узнаю людей, тем больше мне нравятся собаки."
Одна ночь любви — это на одну прочитанную книгу меньше.,Одна ночь любви — это на одну прочитанную книгу меньше.
"Чем больше привычек, тем меньше свободы.","Чем больше привычек, тем меньше свободы."
"Женщина может любить одновременно двух мужчин... до тех пор, пока один из них не узнает об этом.","Женщина может любить одновременно двух мужчин... до тех пор, пока один из них не узнает об этом."
"Собственно говоря, лишь очень немногие живут сегодняшним днем. Большинство готовится жить позднее.","Собственно говоря, лишь очень немногие живут сегодняшним днем. Большинство готовится жить позднее."
"Один раз в жизни счастье стучит в дверь каждого, но часто этот каждый сидит в соседнем кабачке и не слышит стука.","Один раз в жизни счастье стучит в дверь каждого, но часто этот каждый сидит в соседнем кабачке и не слышит стука."
"Я понял, что нет такого места, которое было бы настолько хорошим, чтобы ради него стоило бросаться жизнью. И таких людей, ради которых это стоило бы делать, тоже почти нет.","Я понял, что нет такого места, которое было бы настолько хорошим, чтобы ради него стоило бросаться жизнью. И таких людей, ради которых это стоило бы делать, тоже почти нет."
"Тот, кто ничего не может, командует тем, кто может.","Тот, кто ничего не может, командует тем, кто может."
Жить — значит медленно рождаться.,Жить — значит медленно рождаться.
"Если вы не думаете о будущем, у вас его не будет.","Если вы не думаете о будущем, у вас его не будет."
"Не пытайтесь жить вечно, у вас ничего не выйдет.","Не пытайтесь жить вечно, у вас ничего не выйдет."
"Не важно, где жить. Важно только то, на что мы тратим свою жизнь.","Не важно, где жить. Важно только то, на что мы тратим свою жизнь."
"Я не теряю нужных людей, это судьба отсеивает лишних.","Я не теряю нужных людей, это судьба отсеивает лишних."
История нас рассудит.,История нас рассудит.
"Чудо, когда его переживаешь, никогда не бывает полным, только воспоминание делает его таким.","Чудо, когда его переживаешь, никогда не бывает полным, только воспоминание делает его таким."
"Лучше иметь умного врага, чем дурного друга.","Лучше иметь умного врага, чем дурного друга."
Мечты сбываются. В противном случае природа не наделила бы нас способностью мечтать.,Мечты сбываются. В противном случае природа не наделила бы нас способностью мечтать.
