Question,Answer
"Чем больше узнаю людей, тем больше мне нравятся собаки.","Чем больше узнаю людей, тем больше мне нравятся собаки."
"Счастливыми не рождаются, счастливыми становятся.","Счастливыми не рождаются, счастливыми становятся."
"Все привычки копятся постепенно и незаметно, как ручьи образуют реки, а реки изливаются в море.","Все привычки копятся постепенно и незаметно, как ручьи образуют реки, а реки изливаются в море."
"Моралисты говорят об эгоизме, как о дурной привычке, не спрашивая, может ли человек быть человеком, утратив живое чувство личности.","Моралисты говорят об эгоизме, как о дурной привычке, не спрашивая, может ли человек быть человеком, утратив живое чувство личности."
"Совесть человека может заблуждаться, но сам человек может и не быть бессовестным, точно так же как можно обладать ложным вкусом, не впадая в безвкусицу.","Совесть человека может заблуждаться, но сам человек может и не быть бессовестным, точно так же как можно обладать ложным вкусом, не впадая в безвкусицу."
"Незрелая личность часто знает, но не умеет. Зрелая не только знает, но и умеет. Поэтому незрелая личность критикует, а зрелая делает.","Незрелая личность часто знает, но не умеет. Зрелая не только знает, но и умеет. Поэтому незрелая личность критикует, а зрелая делает."
"Чем более гоняются за удовольствием, тем менее можно избежать скуки, следующей за ним.","Чем более гоняются за удовольствием, тем менее можно избежать скуки, следующей за ним."
"Тот, кто лжет, не отдает себе отчета в трудности своей задачи, ибо ему предстоит еще двадцать раз солгать, чтобы поддержать первую ложь.","Тот, кто лжет, не отдает себе отчета в трудности своей задачи, ибо ему предстоит еще двадцать раз солгать, чтобы поддержать первую ложь."
"Тот, кто ничего не может, командует тем, кто может.","Тот, кто ничего не может, командует тем, кто может."
Жить — значит медленно рождаться.,Жить — значит медленно рождаться.
"Я всегда следовал правилу: не беги, если можешь стоять; не стой, если можешь сидеть; не сиди, если можешь лежать.","Я всегда следовал правилу: не беги, если можешь стоять; не стой, если можешь сидеть; не сиди, если можешь лежать."
Сложно жить в гармонии с хаосом.,Сложно жить в гармонии с хаосом.
"В деле распространения здравых мыслей не обойтись, чтобы кто-нибудь паскудой не назвал.","В деле распространения здравых мыслей не обойтись, чтобы кто-нибудь паскудой не назвал."
"Люди — единственные животные, которые охотятся друг на друга.","Люди — единственные животные, которые охотятся друг на друга."
"Жизнь не знает черновиков — каждый день окончателен и бесповоротен, как сданный или проваленный экзамен.","Жизнь не знает черновиков — каждый день окончателен и бесповоротен, как сданный или проваленный экзамен."
"Войско баранов, возглавляемое львом, всегда одержит победу над войском львов, возглавляемых бараном.","Войско баранов, возглавляемое львом, всегда одержит победу над войском львов, возглавляемых бараном."
"Чудо, когда его переживаешь, никогда не бывает полным, только воспоминание делает его таким.","Чудо, когда его переживаешь, никогда не бывает полным, только воспоминание делает его таким."
"Видеть то, чего не замечают другие, — это универсальный ключ к успеху.","Видеть то, чего не замечают другие, — это универсальный ключ к успеху."
"Я земной шар чуть не весь обошел, —
И жизнь хороша, и жить хорошо.","Я земной шар чуть не весь обошел, —
И жизнь хороша, и жить хорошо."
Мечты сбываются. В противном случае природа не наделила бы нас способностью мечтать.,Мечты сбываются. В противном случае природа не наделила бы нас способностью мечтать.
"Люди не только забывают благодеяния и обиды, но даже склонны ненавидеть своих благодетелей и прощать обидчиков.","Люди не только забывают благодеяния и обиды, но даже склонны ненавидеть своих благодетелей и прощать обидчиков."
"Для науки нет расстояний. Скоро человек, не выходя из дому, увидит всё, что творится в любом уголке земли.","Для науки нет расстояний. Скоро человек, не выходя из дому, увидит всё, что творится в любом уголке земли."
"Удивления достойны поступки Творца!
Переполнены горечью наши сердца:
Мы уходим из этого мира, не зная
Ни начала, ни смысла его, ни конца.","Удивления достойны поступки Творца!
Переполнены горечью наши сердца:
Мы уходим из этого мира, не зная
Ни начала, ни смысла его, ни конца."
Мудрая сдержанность не означает отказа от радостей жизни.,Мудрая сдержанность не означает отказа от радостей жизни.
"Мой взгляд на жизнь лишен всякого смысла, — мне кажется, что какой-то злой дух надел мне на нос очки, одно стекло которых увеличивает все до чудовищных размеров, а другое до такой же степени уменьшает.","Мой взгляд на жизнь лишен всякого смысла, — мне кажется, что какой-то злой дух надел мне на нос очки, одно стекло которых увеличивает все до чудовищных размеров, а другое до такой же степени уменьшает."
"Иногда мне становится нестерпимо грустно, но в целом жизнь течет своим чередом.","Иногда мне становится нестерпимо грустно, но в целом жизнь течет своим чередом."
"Между людьми, друг друга не понимающими, объяснения бесполезны.","Между людьми, друг друга не понимающими, объяснения бесполезны."
"Да, человек смертен, но это было бы еще полбеды. Плохо то, что он иногда внезапно смертен, вот в чем фокус!","Да, человек смертен, но это было бы еще полбеды. Плохо то, что он иногда внезапно смертен, вот в чем фокус!"
"Общаясь с дураком не оберешься срама,
Поэтому совет ты выслушай Хайяма:
Яд, мудрецом предложенный, прими,
Из рук же дурака не принимай бальзама","Общаясь с дураком не оберешься срама,
Поэтому совет ты выслушай Хайяма:
Яд, мудрецом предложенный, прими,
Из рук же дурака не принимай бальзама"
"Понимать людей, а не судить. В жизни нет преступников — есть только жертвы.","Понимать людей, а не судить. В жизни нет преступников — есть только жертвы."
"Если на вас сказали «идиот», и вы обиделись, значит вы - правда идиот.","Если на вас сказали «идиот», и вы обиделись, значит вы - правда идиот."
Внешний лоск и интеллигентность часто сравнимы друг с другом в обратной пропорциональности.,Внешний лоск и интеллигентность часто сравнимы друг с другом в обратной пропорциональности.
"С помощью ловких пропусков, извращений и одностороннего истолкования можно вызвать сомнение в чём угодно и опровергнуть всё на свете.","С помощью ловких пропусков, извращений и одностороннего истолкования можно вызвать сомнение в чём угодно и опровергнуть всё на свете."
"Республика позволяет солдатам быть гражданами, деспотизм делает из них палачей.","Республика позволяет солдатам быть гражданами, деспотизм делает из них палачей."
"Когда наконец дождешься, выясняется, что и ждать-то не стоило. Тогда начинаешь ждать чего-нибудь другого.","Когда наконец дождешься, выясняется, что и ждать-то не стоило. Тогда начинаешь ждать чего-нибудь другого."
"Философы говорят много дурного о духовных лицах, духовные лица говорят много дурного о философах; но философы никогда не убивали духовных лиц, а духовенство убило немало философов.","Философы говорят много дурного о духовных лицах, духовные лица говорят много дурного о философах; но философы никогда не убивали духовных лиц, а духовенство убило немало философов."
"Суд всегда совершается очень быстро, если судья заранее вынес приговор.","Суд всегда совершается очень быстро, если судья заранее вынес приговор."
"Трёхсложная формула человеческой жизни: невозвратность прошлого, ненасытность настоящего и непредсказуемость будущего.","Трёхсложная формула человеческой жизни: невозвратность прошлого, ненасытность настоящего и непредсказуемость будущего."
"Честный человек, вступивший в брак и воспитавший многочисленное семейство, приносит в тысячу раз больше пользы, чем холостяк, только и знающий болтать о благе человечества.","Честный человек, вступивший в брак и воспитавший многочисленное семейство, приносит в тысячу раз больше пользы, чем холостяк, только и знающий болтать о благе человечества."
"Никто не молод после сорока лет, но мы можем быть неотразимыми в любом возрасте.","Никто не молод после сорока лет, но мы можем быть неотразимыми в любом возрасте."
"Считай всякий день последним, что тебе выпал; будет милым тот час, на который ты не надеялся.","Считай всякий день последним, что тебе выпал; будет милым тот час, на который ты не надеялся."
"Мир на земле! Никогда об этом не говорили больше и никогда не предпринимали во имя этого меньше, чем в наше время.","Мир на земле! Никогда об этом не говорили больше и никогда не предпринимали во имя этого меньше, чем в наше время."
"Для того, чтобы хорошо управлять, порядок и последовательность нужнее великих дарований.","Для того, чтобы хорошо управлять, порядок и последовательность нужнее великих дарований."
"Жизнь — это парусная лодка, на которой слишком много парусов, так что в любой момент она может перевернуться.","Жизнь — это парусная лодка, на которой слишком много парусов, так что в любой момент она может перевернуться."
Грех деньгами не замолишь.,Грех деньгами не замолишь.
"Когда нет настоящей жизни, то живут миражами. Все-таки лучше, чем ничего.","Когда нет настоящей жизни, то живут миражами. Все-таки лучше, чем ничего."
"Людям не стало бы лучше, если бы исполнились все их желания.","Людям не стало бы лучше, если бы исполнились все их желания."
"Я никогда не бросала того, в кого верила.","Я никогда не бросала того, в кого верила."
"В жизни нужно устраиваться так, чтобы было на что вас похоронить.","В жизни нужно устраиваться так, чтобы было на что вас похоронить."
"Жить гораздо интереснее, чем зарабатывать.","Жить гораздо интереснее, чем зарабатывать."
"Пока человек чувствует, что наиболее важное и значительное явление в мире - это его персона, он никогда не сможет по-настоящему ощутить окружающий мир. Точно зашоренная лошадь, он не видит в нем ничего, кроме самого себя.","Пока человек чувствует, что наиболее важное и значительное явление в мире - это его персона, он никогда не сможет по-настоящему ощутить окружающий мир. Точно зашоренная лошадь, он не видит в нем ничего, кроме самого себя."
"Как важно в жизни, помня о желаньях,
Возможностей своих не забывать.","Как важно в жизни, помня о желаньях,
Возможностей своих не забывать."
"Чувство юмора — великая вещь. Идти по жизни без чувства юмора так же нелепо, как ехать в повозке без рессор.","Чувство юмора — великая вещь. Идти по жизни без чувства юмора так же нелепо, как ехать в повозке без рессор."
"День рождения — это грустный праздник, он показывает, что жизнь прохо­дит, а отмечание дня рождения — это попытка бороться с этой грустью.","День рождения — это грустный праздник, он показывает, что жизнь прохо­дит, а отмечание дня рождения — это попытка бороться с этой грустью."
"Если не могут атаковать мысль, атакуют мыслителя.","Если не могут атаковать мысль, атакуют мыслителя."
"Но раны остаются ранами. Они заживают, рубцуются, и вроде бы ты о них уже забыл вовсе, а потом переменится погода, они и заноют.","Но раны остаются ранами. Они заживают, рубцуются, и вроде бы ты о них уже забыл вовсе, а потом переменится погода, они и заноют."
"Почему так устроен мир, что у людей, которые умеют жить в своё удовольствие, никогда нет денег, а те, у кого деньги водятся, понятия не имеют, что значит прожигать жизнь?","Почему так устроен мир, что у людей, которые умеют жить в своё удовольствие, никогда нет денег, а те, у кого деньги водятся, понятия не имеют, что значит прожигать жизнь?"
"Каждый порядочный человек стыдится правительства, при котором живет.","Каждый порядочный человек стыдится правительства, при котором живет."
"Когда я умру, похороните меня и на памятнике напишите: ""Умерла от отвращения"".","Когда я умру, похороните меня и на памятнике напишите: ""Умерла от отвращения""."
Верная и деятельная память удваивает жизнь.,Верная и деятельная память удваивает жизнь.
"Самая большая ошибка в том, что мы быстро сдаёмся. Иногда, чтобы получить желаемое, надо просто попробовать ещё один раз.","Самая большая ошибка в том, что мы быстро сдаёмся. Иногда, чтобы получить желаемое, надо просто попробовать ещё один раз."
"Любое человеческое творение, будь то литература, музыка или живопись, — это всегда автопортрет.","Любое человеческое творение, будь то литература, музыка или живопись, — это всегда автопортрет."
"Истинный путь идет по канату, который натянут не высоко, а над самой землей. Он предназначен, кажется, больше для того, чтобы о него спотыкаться, чем для того, чтобы идти по нему.","Истинный путь идет по канату, который натянут не высоко, а над самой землей. Он предназначен, кажется, больше для того, чтобы о него спотыкаться, чем для того, чтобы идти по нему."
"Как хороша жизнь, когда что-нибудь сделаешь хорошее и правдивое!","Как хороша жизнь, когда что-нибудь сделаешь хорошее и правдивое!"
"Некоторые книги незаслуженно забываются, но нет ни одной, которую незаслуженно помнили бы.","Некоторые книги незаслуженно забываются, но нет ни одной, которую незаслуженно помнили бы."
"Любя тебя, сношу я все упреки
И вечной верности не зря даю зароки.
Коль вечно буду жить, готов до дня Суда
Покорно выносить гнет тяжкий и жестокий.","Любя тебя, сношу я все упреки
И вечной верности не зря даю зароки.
Коль вечно буду жить, готов до дня Суда
Покорно выносить гнет тяжкий и жестокий."
"Умный человек от глупого отличается тем, что в нужные моменты он умеет «не понимать».","Умный человек от глупого отличается тем, что в нужные моменты он умеет «не понимать»."
"Кто страдает, тот не грешит.","Кто страдает, тот не грешит."
"Жизнь была бы намного счастливее, если бы мы рождались в возрасте 80 лет и постепенно достигали 18 лет.","Жизнь была бы намного счастливее, если бы мы рождались в возрасте 80 лет и постепенно достигали 18 лет."
"Дружба - самое необходимое для жизни, так как никто не пожелает себе жизни без друзей, даже если б имел все остальные блага.","Дружба - самое необходимое для жизни, так как никто не пожелает себе жизни без друзей, даже если б имел все остальные блага."
"Война — это способ разбивать вдребезги, распылять в стратосфере, топить в морской пучине материалы, которые могли бы улучшить народу жизнь и тем самым в конечном счете сделать его разумнее.","Война — это способ разбивать вдребезги, распылять в стратосфере, топить в морской пучине материалы, которые могли бы улучшить народу жизнь и тем самым в конечном счете сделать его разумнее."
"Есть мертвецы, в которых больше жизни, чем в живых. Но есть и живые, которые мертвее всяких мертвецов.","Есть мертвецы, в которых больше жизни, чем в живых. Но есть и живые, которые мертвее всяких мертвецов."
"На одного человека, искренне сочувствующего нашим горестям, приходится тысяча тех, кто искренне завидует нашим успехам.","На одного человека, искренне сочувствующего нашим горестям, приходится тысяча тех, кто искренне завидует нашим успехам."
"Секрет успеха в том, чтобы вызвать возмущение у как можно большего числа людей.","Секрет успеха в том, чтобы вызвать возмущение у как можно большего числа людей."
"Нельзя, чтоб страх повелевал уму;
Иначе мы отходим от свершений.","Нельзя, чтоб страх повелевал уму;
Иначе мы отходим от свершений."
"Почему же, спросите вы, разве правильно в каждом видеть злодея? Конечно. Ведь каждый и есть злодей. Неужели это не очевидно?..","Почему же, спросите вы, разве правильно в каждом видеть злодея? Конечно. Ведь каждый и есть злодей. Неужели это не очевидно?.."
"Ложь жене — безнравственность. Ложь коллегам, клиентам, покупателям — мошенничество. Ложь всему народу — политика.","Ложь жене — безнравственность. Ложь коллегам, клиентам, покупателям — мошенничество. Ложь всему народу — политика."
"Итак, жизнь продолжается. Она может показаться страшной или прекрасной в зависимости от того, как на нее смотреть.","Итак, жизнь продолжается. Она может показаться страшной или прекрасной в зависимости от того, как на нее смотреть."
"Чем ближе подпускаешь к себе человека, тем больнее он тебя ранит.","Чем ближе подпускаешь к себе человека, тем больнее он тебя ранит."
Люди готовы завидовать даже красивым похоронам.,Люди готовы завидовать даже красивым похоронам.
"Где нет общности интересов, там не может быть единства целей, не говоря уже о единстве действий.","Где нет общности интересов, там не может быть единства целей, не говоря уже о единстве действий."
"Никого так ловко не обманываем мы и не обходим лестью, как самих себя.","Никого так ловко не обманываем мы и не обходим лестью, как самих себя."
"Сочтя свои утраты и потери,
поездивши по суше и воде,
я стал космополитом в полной мере:
мне жить уже не хочется нигде.","Сочтя свои утраты и потери,
поездивши по суше и воде,
я стал космополитом в полной мере:
мне жить уже не хочется нигде."
"Тот, кто никогда не надеялся, не может отчаяться.","Тот, кто никогда не надеялся, не может отчаяться."
"Но вновь безволье, и упадок,
И вялость в мыслях, и разброд.
Как часто этот беспорядок
За просветленьем настает!","Но вновь безволье, и упадок,
И вялость в мыслях, и разброд.
Как часто этот беспорядок
За просветленьем настает!"
"Жизнь — вечный труд, даже глупость и то надо ""сделать""!","Жизнь — вечный труд, даже глупость и то надо ""сделать""!"
"Проклятый девятнадцатый век, проклятое воспитание: не могу стоять, когда мужчины сидят.","Проклятый девятнадцатый век, проклятое воспитание: не могу стоять, когда мужчины сидят."
Даже самые странные люди могут когда-нибудь пригодиться.,Даже самые странные люди могут когда-нибудь пригодиться.
"В нашем современном мире самые поразительные вещи в высшей степени банальны, мы воспитаны так, что всегда сохраняем невозмутимость и ничему не удивляемся.","В нашем современном мире самые поразительные вещи в высшей степени банальны, мы воспитаны так, что всегда сохраняем невозмутимость и ничему не удивляемся."
"Освободите себя от надежды, что море когда-нибудь успокоится. Мы должны научиться плыть при сильном ветре.","Освободите себя от надежды, что море когда-нибудь успокоится. Мы должны научиться плыть при сильном ветре."
"Какой человек, будучи рабом удовольствий, не извратит своего тела и души?","Какой человек, будучи рабом удовольствий, не извратит своего тела и души?"
"Перестань постоянно думать, будто ты всем мешаешь. Если кому-то не нравится, он сам пожалуется. А если ему не достаёт смелости пожаловаться, то это его проблема.","Перестань постоянно думать, будто ты всем мешаешь. Если кому-то не нравится, он сам пожалуется. А если ему не достаёт смелости пожаловаться, то это его проблема."
"Каждое утро при пробуждении ты обязан говорить: Я вижу, я слышу, я двигаюсь, я не страдаю! Спасибо! Жизнь прекрасна!","Каждое утро при пробуждении ты обязан говорить: Я вижу, я слышу, я двигаюсь, я не страдаю! Спасибо! Жизнь прекрасна!"
"Можешь быть небрежным в одежде, — если это в твоем характере. Но душу надо содержать в опрятности.","Можешь быть небрежным в одежде, — если это в твоем характере. Но душу надо содержать в опрятности."
"Только не останавливаться на полдороге, это самое бессмысленное не только в делах, но и вообще всегда и везде.","Только не останавливаться на полдороге, это самое бессмысленное не только в делах, но и вообще всегда и везде."
"Болото всегда ненавидит гору. И чем выше гора, тем больше это раздражает болото.","Болото всегда ненавидит гору. И чем выше гора, тем больше это раздражает болото."
"Война будет повторяться до тех пор, пока вопрос о ней будет решаться не теми, кто умирает на полях сражений.","Война будет повторяться до тех пор, пока вопрос о ней будет решаться не теми, кто умирает на полях сражений."
"Счастлив не тот, кто имеет всё лучшее, а тот, кто извлекает всё лучшее из того, что имеет.","Счастлив не тот, кто имеет всё лучшее, а тот, кто извлекает всё лучшее из того, что имеет."
"Нельзя подделать три вещи: эрекцию, компетентность и творческое мышление.","Нельзя подделать три вещи: эрекцию, компетентность и творческое мышление."
"Дайте человеку все, чего он желает, и в ту же минуту он почувствует, что это все не есть все.","Дайте человеку все, чего он желает, и в ту же минуту он почувствует, что это все не есть все."
"...люди и созданы, чтобы друг друга мучить.","...люди и созданы, чтобы друг друга мучить."
"Не учи меня жить, лучше помоги материально!","Не учи меня жить, лучше помоги материально!"
"Каждый нуждается в том, чтобы ему время от времени рассказывали хорошую историю.","Каждый нуждается в том, чтобы ему время от времени рассказывали хорошую историю."
"Смерти меньше всего боятся те люди, чья жизнь имеет наибольшую ценность.","Смерти меньше всего боятся те люди, чья жизнь имеет наибольшую ценность."
"В жизни — как в шахматах: когда партия заканчивается, все фигуры — пешки, ферзи и короли — оказываются в одном ящике.","В жизни — как в шахматах: когда партия заканчивается, все фигуры — пешки, ферзи и короли — оказываются в одном ящике."
"Мы рождаемся одинокими, мы живем одинокими, мы умираем одинокими. Только в любви и дружбе мы можем на время представить, что мы не одиноки.","Мы рождаемся одинокими, мы живем одинокими, мы умираем одинокими. Только в любви и дружбе мы можем на время представить, что мы не одиноки."
"Пустые и малодушные люди нередко обнаруживают перед своими подчинёнными и перед теми, кто не смеет выказать им сопротивления, припадки гнева и страсти и воображают, что выказали этим своё мужество.","Пустые и малодушные люди нередко обнаруживают перед своими подчинёнными и перед теми, кто не смеет выказать им сопротивления, припадки гнева и страсти и воображают, что выказали этим своё мужество."
"Искренно друзья только называют себя друзьями; враги же искренни и на деле; поэтому их хулу следует использовать в целях самопознания, так как мы принимаем горькое лекарство.","Искренно друзья только называют себя друзьями; враги же искренни и на деле; поэтому их хулу следует использовать в целях самопознания, так как мы принимаем горькое лекарство."
"Двое начинают скучать не тогда, когда они долго находятся физически в одном месте. Они скучают, если далеки друг от друга ментально и духовно.","Двое начинают скучать не тогда, когда они долго находятся физически в одном месте. Они скучают, если далеки друг от друга ментально и духовно."
"Жизненный опыт — это масса ценных знаний о том, как не надо себя вести в ситуациях, которые никогда больше не повторятся.","Жизненный опыт — это масса ценных знаний о том, как не надо себя вести в ситуациях, которые никогда больше не повторятся."
"Человек живёт только в настоящее мгновение. Всё остальное или прошло уже, или, неизвестно, будет ли.","Человек живёт только в настоящее мгновение. Всё остальное или прошло уже, или, неизвестно, будет ли."
"Поздним утром я вяло встаю,
сразу лень изгоняю без жалости,
но от этого так устаю,
что ложусь, уступая усталости.","Поздним утром я вяло встаю,
сразу лень изгоняю без жалости,
но от этого так устаю,
что ложусь, уступая усталости."
Я столько читал о вреде алкоголя! Решил навсегда бросить... читать.,Я столько читал о вреде алкоголя! Решил навсегда бросить... читать.
"Счастье - это когда тебя понимают, большое счастье - это когда тебя любят, настоящее счастье - это когда любишь ты.","Счастье - это когда тебя понимают, большое счастье - это когда тебя любят, настоящее счастье - это когда любишь ты."
"Неправда, что женатые мужчины при виде красивой женщины забывают о том, что они женаты. В эту минуту их особенно удручает именно воспоминание об этом.","Неправда, что женатые мужчины при виде красивой женщины забывают о том, что они женаты. В эту минуту их особенно удручает именно воспоминание об этом."
"Говорят, что лучшее правило политики — не слишком управлять. Это правило столь же верно и в воспитании.","Говорят, что лучшее правило политики — не слишком управлять. Это правило столь же верно и в воспитании."
"В жизни нет более интересного зрелища, чем смерть.","В жизни нет более интересного зрелища, чем смерть."
"Система самовосхваления может быть причиною сновидений, бесспорно весьма приятных, но вместе с тем и крайне обидного пробуждения.","Система самовосхваления может быть причиною сновидений, бесспорно весьма приятных, но вместе с тем и крайне обидного пробуждения."
"Не оценишь сладость жизни,
Не вкусивши горечь бед.","Не оценишь сладость жизни,
Не вкусивши горечь бед."
"Знаемое меньше терзает нас ужасом, чем недомолвки и домыслы.","Знаемое меньше терзает нас ужасом, чем недомолвки и домыслы."
Свобода означает ответственность. Вот почему большинство людей боится свободы.,Свобода означает ответственность. Вот почему большинство людей боится свободы.
"Перелистайте историю всех народов земли: везде религия превращает невинность в преступление, а преступление объявляет невинным.","Перелистайте историю всех народов земли: везде религия превращает невинность в преступление, а преступление объявляет невинным."
"Красивая жена и, вместе с тем, верная — такая же редкость, как удачный перевод поэтического произведения. Такой перевод обыкновенно некрасив, если он верен, и неверен, если он красив.","Красивая жена и, вместе с тем, верная — такая же редкость, как удачный перевод поэтического произведения. Такой перевод обыкновенно некрасив, если он верен, и неверен, если он красив."
"Истинный путь жизни — это путь Истины, Ненасилия и Любви.","Истинный путь жизни — это путь Истины, Ненасилия и Любви."
"Свет - это то, что у тебя в сердце. Сердце — это любовь, а любовь — это жизнь. В этом правда, и другой нет. Нет греха и нет темных сил. Жизнь без любви — вот грех и темные силы. Страх и отчаяние — вот истинная смерть.","Свет - это то, что у тебя в сердце. Сердце — это любовь, а любовь — это жизнь. В этом правда, и другой нет. Нет греха и нет темных сил. Жизнь без любви — вот грех и темные силы. Страх и отчаяние — вот истинная смерть."
