Question,Answer
"Две вещи бесконечны - Вселенная и человеческая глупость, и я еще не уверен насчет Вселенной.","Две вещи бесконечны - Вселенная и человеческая глупость, и я еще не уверен насчет Вселенной."
"Проще расстаться с человеком, чем с иллюзиями на его счет.","Проще расстаться с человеком, чем с иллюзиями на его счет."
"Когда у попрыгуньи болят ноги, она прыгает сидя.","Когда у попрыгуньи болят ноги, она прыгает сидя."
"От страха смерти я, — поверьте мне, — далек:
Страшнее жизни что мне приготовил рок?
Я душу получил на подержанье только
И возвращу ее, когда наступит срок.","От страха смерти я, — поверьте мне, — далек:
Страшнее жизни что мне приготовил рок?
Я душу получил на подержанье только
И возвращу ее, когда наступит срок."
Морщины должны быть только следами прошлых улыбок.,Морщины должны быть только следами прошлых улыбок.
"Работая только ради материальных благ, мы сами себе строим тюрьму.","Работая только ради материальных благ, мы сами себе строим тюрьму."
Благородный в душе безмятежен. Низкий человек всегда озабочен.,Благородный в душе безмятежен. Низкий человек всегда озабочен.
"Интернет, он не сближает. Это скопление одиночества. Мы вроде вместе, но каждый один. Иллюзия общения, иллюзия дружбы, иллюзия жизни...","Интернет, он не сближает. Это скопление одиночества. Мы вроде вместе, но каждый один. Иллюзия общения, иллюзия дружбы, иллюзия жизни..."
"Мысли тянутся к началу жизни - значит, жизнь подходит к концу.","Мысли тянутся к началу жизни - значит, жизнь подходит к концу."
"Мужчина в 17 лет - идиот, в 18 - болван, к 20 развивается до придурка, в 25 он простофиля, в 30 - ни то ни сё, и только к славному 40-летнему возрасту становится обычным дураком.","Мужчина в 17 лет - идиот, в 18 - болван, к 20 развивается до придурка, в 25 он простофиля, в 30 - ни то ни сё, и только к славному 40-летнему возрасту становится обычным дураком."
"Я себя чувствую, но плохо.","Я себя чувствую, но плохо."
"Никогда не говори правды людям, которые ее не заслуживают.","Никогда не говори правды людям, которые ее не заслуживают."
"Высшей формой отношений между людьми является дружба, а когда появляется любовь, дружбе приходит конец.","Высшей формой отношений между людьми является дружба, а когда появляется любовь, дружбе приходит конец."
"Разбейте цепи, сковывающие вашу мысль, и вы разобьете цепи, сковывающие ваше тело.","Разбейте цепи, сковывающие вашу мысль, и вы разобьете цепи, сковывающие ваше тело."
Превозмогать себя и возвращаться к должному в себе — вот что такое истинная человечность. Быть человечным или не быть — это зависит только от нас самих.,Превозмогать себя и возвращаться к должному в себе — вот что такое истинная человечность. Быть человечным или не быть — это зависит только от нас самих.
"Легче ужиться с опасным человеком, чем с тем, кто тебя раздражает.","Легче ужиться с опасным человеком, чем с тем, кто тебя раздражает."
"Слова были и остаются пустым звуком; и служа идеалу лишь на словах, погибнуть за него невозможно. Но личность творится не тем, что человек слышит и говорит, а трудом и деятельностью.","Слова были и остаются пустым звуком; и служа идеалу лишь на словах, погибнуть за него невозможно. Но личность творится не тем, что человек слышит и говорит, а трудом и деятельностью."
"Когда ты любишь, стук твоего сердца слышат все вокруг, когда ненавидишь – он отдается лишь в твоей голове, когда умираешь – только ты перестаешь его слышать, но он остается с теми, кто тебя любит...","Когда ты любишь, стук твоего сердца слышат все вокруг, когда ненавидишь – он отдается лишь в твоей голове, когда умираешь – только ты перестаешь его слышать, но он остается с теми, кто тебя любит..."
"Миром правят насилие, злоба и месть,
Что ещё на земле достовернее есть?
Где счастливые люди в озлобленном мире?
Если есть — их по пальцам легко перечесть.","Миром правят насилие, злоба и месть,
Что ещё на земле достовернее есть?
Где счастливые люди в озлобленном мире?
Если есть — их по пальцам легко перечесть."
Грусть иногда бывает единственным счастьем.,Грусть иногда бывает единственным счастьем.
"Ни один человек не может стать более чужим, чем тот, кого ты в прошлом любил.","Ни один человек не может стать более чужим, чем тот, кого ты в прошлом любил."
"Благородство страданием, друг, рождено,
Стать жемчужиной — всякой ли капле дано?
Можешь всё потерять, сбереги только душу, —
Чаша снова наполнится, было б вино.","Благородство страданием, друг, рождено,
Стать жемчужиной — всякой ли капле дано?
Можешь всё потерять, сбереги только душу, —
Чаша снова наполнится, было б вино."
"Нет другого рая, кроме рая жить.
Так умейте, люди, этот рай любить!","Нет другого рая, кроме рая жить.
Так умейте, люди, этот рай любить!"
"Чем больше люди имеют, тем больше желают иметь.","Чем больше люди имеют, тем больше желают иметь."
"Ты можешь превратиться в архангела, шута, преступника — и никто этого не заметит. Но вот у тебя оторвалась, скажем, пуговица — и это заметит каждый. До чего же глупо устроено всё на свете.","Ты можешь превратиться в архангела, шута, преступника — и никто этого не заметит. Но вот у тебя оторвалась, скажем, пуговица — и это заметит каждый. До чего же глупо устроено всё на свете."
"Нельзя брать прошлое с собой. И нельзя оглядываться, это утомляет и ведет к гибели.","Нельзя брать прошлое с собой. И нельзя оглядываться, это утомляет и ведет к гибели."
"И с другом и с врагом ты должен быть хорош!
Кто по натуре добр, в том злобы не найдешь.
Обидишь друга — наживешь врага ты
Врага обнимешь — друга наживешь.","И с другом и с врагом ты должен быть хорош!
Кто по натуре добр, в том злобы не найдешь.
Обидишь друга — наживешь врага ты
Врага обнимешь — друга наживешь."
"Читатель проживает тысячу жизней, прежде чем умрет. Человек, который никогда не читает, проживает только одну.","Читатель проживает тысячу жизней, прежде чем умрет. Человек, который никогда не читает, проживает только одну."
Самые опасные враги — это бывшие друзья.,Самые опасные враги — это бывшие друзья.
"Женщины говорят о любви и молчат о любовниках, мужчины — обратно.","Женщины говорят о любви и молчат о любовниках, мужчины — обратно."
"Трудно найти слова, когда действительно есть, что сказать.","Трудно найти слова, когда действительно есть, что сказать."
"Большинство людей сердятся из-за обид, которые они сами сочинили, придавая глубокий смысл пустякам.","Большинство людей сердятся из-за обид, которые они сами сочинили, придавая глубокий смысл пустякам."
"Лучше впасть в нищету, голодать или красть,
Чем в число блюдолизов презренных попасть,
Лучше кости глодать, чем прельститься страстям,
За столом у мерзавцев, имеющих власть.","Лучше впасть в нищету, голодать или красть,
Чем в число блюдолизов презренных попасть,
Лучше кости глодать, чем прельститься страстям,
За столом у мерзавцев, имеющих власть."
"От судьбы никому не уйти. И никто не знает, когда она тебя настигнет.","От судьбы никому не уйти. И никто не знает, когда она тебя настигнет."
"Скупец, не причитай, что плохи времена.
Все, что имеешь, — трать. Запомни: жизнь одна.
Сколь злата ни награбь, а в мир иной отсюда
Не унесешь, представь, и горсточки зерна.","Скупец, не причитай, что плохи времена.
Все, что имеешь, — трать. Запомни: жизнь одна.
Сколь злата ни награбь, а в мир иной отсюда
Не унесешь, представь, и горсточки зерна."
"Наблюдайте за поведением человека, вникайте в причины его поступков, приглядывайтесь к нему в часы его досуга. Останется ли он тогда для вас загадкой?","Наблюдайте за поведением человека, вникайте в причины его поступков, приглядывайтесь к нему в часы его досуга. Останется ли он тогда для вас загадкой?"
Зорко одно лишь сердце. Самого главного глазами не увидишь.,Зорко одно лишь сердце. Самого главного глазами не увидишь.
"Людям нужно во что-то верить. Жизнь настолько короткая и опасная, что приходится верить в то, что будет после неё.","Людям нужно во что-то верить. Жизнь настолько короткая и опасная, что приходится верить в то, что будет после неё."
"Благородный превыше всего почитает долг. Благородный человек, наделенный отвагой, но не ведающий долга, может стать мятежником. Низкий человек, наделенный отвагой, но не ведающий долга, может пуститься в разбой.","Благородный превыше всего почитает долг. Благородный человек, наделенный отвагой, но не ведающий долга, может стать мятежником. Низкий человек, наделенный отвагой, но не ведающий долга, может пуститься в разбой."
"И они ждут Прекрасного Принца, вбив себе в голову этот дурацкий рекламный образ, который плодит неудачниц, будущих старых дев и мегер, потому что счастливыми-то их сделать может только мужчина, далекий от совершенства.","И они ждут Прекрасного Принца, вбив себе в голову этот дурацкий рекламный образ, который плодит неудачниц, будущих старых дев и мегер, потому что счастливыми-то их сделать может только мужчина, далекий от совершенства."
"Не заблуждайтесь в мысли, что мир вам чем-то обязан — он был до вас и ничего вам не должен.","Не заблуждайтесь в мысли, что мир вам чем-то обязан — он был до вас и ничего вам не должен."
"Тщеславные люди глухи ко всему, кроме похвал.","Тщеславные люди глухи ко всему, кроме похвал."
"Разум, однажды расширивший свои границы, никогда не вернется в прежние.","Разум, однажды расширивший свои границы, никогда не вернется в прежние."
"Если человек идиот, то это надолго!","Если человек идиот, то это надолго!"
"Океан, состоящий из капель, велик.
Из пылинок слагается материк.
Твой приход и уход не имеет значенья.
Просто муха в окно залетела на миг.","Океан, состоящий из капель, велик.
Из пылинок слагается материк.
Твой приход и уход не имеет значенья.
Просто муха в окно залетела на миг."
"Если труженик, в поте лица своего
Добывающий хлеб, не стяжал ничего —
Почему он ничтожеству кланяться должен
Или даже тому, кто не хуже его?","Если труженик, в поте лица своего
Добывающий хлеб, не стяжал ничего —
Почему он ничтожеству кланяться должен
Или даже тому, кто не хуже его?"
"Семья заменяет все. Поэтому, прежде чем ее завести, стоит подумать, что тебе важнее: все или семья.","Семья заменяет все. Поэтому, прежде чем ее завести, стоит подумать, что тебе важнее: все или семья."
"Мужчина действует, а женщина ждёт - такова судьба. Но порой ждать куда тяжелее, чем действовать.","Мужчина действует, а женщина ждёт - такова судьба. Но порой ждать куда тяжелее, чем действовать."
Жизнь — это небольшая прогулка перед вечным сном.,Жизнь — это небольшая прогулка перед вечным сном.
"Тот, кто мир преподносит счастливчикам в дар,
Остальным за ударом наносит удар
Не горюй, что меньше других веселился,
Будь доволен, что меньше других пострадал.","Тот, кто мир преподносит счастливчикам в дар,
Остальным за ударом наносит удар
Не горюй, что меньше других веселился,
Будь доволен, что меньше других пострадал."
Изощренные слова губят добродетель. Несдержанность в мелочах погубит великое дело.,Изощренные слова губят добродетель. Несдержанность в мелочах погубит великое дело.
"Раскаяние – самая бесполезная вещь на свете. Вернуть ничего нельзя. Ничего нельзя исправить. Иначе все мы были бы святыми. Жизнь не имела в виду сделать нас совершенными. Тому, кто совершенен, место в музее.","Раскаяние – самая бесполезная вещь на свете. Вернуть ничего нельзя. Ничего нельзя исправить. Иначе все мы были бы святыми. Жизнь не имела в виду сделать нас совершенными. Тому, кто совершенен, место в музее."
"По своей воле вы оказались в мире, который создали для себя сами. Что держите в сердце своем, то и исполнится, чем больше всего восхищаетесь, тем и станете.","По своей воле вы оказались в мире, который создали для себя сами. Что держите в сердце своем, то и исполнится, чем больше всего восхищаетесь, тем и станете."
"В сей мир едва ли снова попадем,
Своих друзей вторично не найдем.
Лови же миг! Ведь он не повторится,
Как ты и сам не повторишься в нем.","В сей мир едва ли снова попадем,
Своих друзей вторично не найдем.
Лови же миг! Ведь он не повторится,
Как ты и сам не повторишься в нем."
"Ничего не бывает случайного, все имеет первопричину.","Ничего не бывает случайного, все имеет первопричину."
Единственный разумный способ обучать людей — это подавать им пример.,Единственный разумный способ обучать людей — это подавать им пример.
"Если я усну и проснусь через сто лет и меня спросят, что сейчас происходит в России, я отвечу: пьют и воруют...","Если я усну и проснусь через сто лет и меня спросят, что сейчас происходит в России, я отвечу: пьют и воруют..."
"Показывать можно только зрячим.
Петь песню — только тем, кто слышит.
Дари себя тому, кто будет благодарен,
Кто понимает, любит вас и ценит.","Показывать можно только зрячим.
Петь песню — только тем, кто слышит.
Дари себя тому, кто будет благодарен,
Кто понимает, любит вас и ценит."
"Чему быть - того не миновать. Ибо нет такого коня, на котором от самого себя ускакать можно.","Чему быть - того не миновать. Ибо нет такого коня, на котором от самого себя ускакать можно."
"Не существует такой проблемы, в которой не было бы бесценного дара для тебя. Ты создаёшь себе проблемы, потому что эти дары тебе крайне необходимы.","Не существует такой проблемы, в которой не было бы бесценного дара для тебя. Ты создаёшь себе проблемы, потому что эти дары тебе крайне необходимы."
"Если ты хочешь, чтобы кто-то остался в твоей жизни, - никогда не относись к нему равнодушно.","Если ты хочешь, чтобы кто-то остался в твоей жизни, - никогда не относись к нему равнодушно."
"Сколько бы мы ни старались, жизнь бежит быстрее нас, а если мы еще медлим, она проносится, словно не была нашей, и, хотя кончается в последний день, уходит от нас ежедневно.","Сколько бы мы ни старались, жизнь бежит быстрее нас, а если мы еще медлим, она проносится, словно не была нашей, и, хотя кончается в последний день, уходит от нас ежедневно."
"Старость - это когда беспокоят не плохие сны, а плохая действительность.","Старость - это когда беспокоят не плохие сны, а плохая действительность."
"Нет более жалкого зрелища, чем человек, объясняющий свою шутку.","Нет более жалкого зрелища, чем человек, объясняющий свою шутку."
"У меня такое чувство, будто я оказалась среди людей, которые собираются жить вечно. Во всяком случае, они так себя ведут. Их настолько занимают деньги, что они забыли о жизни.","У меня такое чувство, будто я оказалась среди людей, которые собираются жить вечно. Во всяком случае, они так себя ведут. Их настолько занимают деньги, что они забыли о жизни."
"Ни один человек не заслуживает твоих слез. А те, кто заслуживают, не заставят тебя плакать.","Ни один человек не заслуживает твоих слез. А те, кто заслуживают, не заставят тебя плакать."
"Всё приходит вовремя для того, кто умеет ждать.","Всё приходит вовремя для того, кто умеет ждать."
"Не надо стоять на перроне, пытаясь влезть в любой подъехавший состав. Следуйте расписанию своего сердца.","Не надо стоять на перроне, пытаясь влезть в любой подъехавший состав. Следуйте расписанию своего сердца."
"Только те, кто предпринимают абсурдные попытки, смогут достичь невозможного.","Только те, кто предпринимают абсурдные попытки, смогут достичь невозможного."
"Чем ниже человек душой,
Тем выше задирает нос.
Он носом тянется туда,
Куда душою не дорос.","Чем ниже человек душой,
Тем выше задирает нос.
Он носом тянется туда,
Куда душою не дорос."
"Ничто не обходится в жизни так дорого, как болезнь и — глупость.","Ничто не обходится в жизни так дорого, как болезнь и — глупость."
"Человек — единственное животное, способное краснеть. Впрочем, только ему и приходится.","Человек — единственное животное, способное краснеть. Впрочем, только ему и приходится."
"Если во имя идеала человеку приходится делать подлости, то цена этому идеалу — дерьмо.","Если во имя идеала человеку приходится делать подлости, то цена этому идеалу — дерьмо."
"Глупца можно узнать по двум приметам: он много говорит о вещах для него бесполезных и высказывается о том, про что его не спрашивают.","Глупца можно узнать по двум приметам: он много говорит о вещах для него бесполезных и высказывается о том, про что его не спрашивают."
"От безбожья до Бога — мгновенье одно!
От нуля до итога — мгновенье одно.
Береги драгоценное это мгновенье:
Жизнь — ни мало ни много — мгновенье одно!","От безбожья до Бога — мгновенье одно!
От нуля до итога — мгновенье одно.
Береги драгоценное это мгновенье:
Жизнь — ни мало ни много — мгновенье одно!"
"Тот, кто делает добро другому, делает больше всего добра самому себе, не в том смысле, что ему будет за это награда, а тем, что сознание сделанного добра дает ему большую радость.","Тот, кто делает добро другому, делает больше всего добра самому себе, не в том смысле, что ему будет за это награда, а тем, что сознание сделанного добра дает ему большую радость."
Всё проходит - это самая верная истина на свете.,Всё проходит - это самая верная истина на свете.
"Ловушки, ямы на моем пути –
Их бог расставил и велел идти.
И все предвидел. И меня оставил.
И судит! Тот, кто не хотел спасти!","Ловушки, ямы на моем пути –
Их бог расставил и велел идти.
И все предвидел. И меня оставил.
И судит! Тот, кто не хотел спасти!"
Все мы родом из детства.,Все мы родом из детства.
Самый верный способ справиться с соблазном — струсить...,Самый верный способ справиться с соблазном — струсить...
"Мы выбираем друг друга не случайно. Мы встречаем только тех, кто уже существует в нашем подсознании.","Мы выбираем друг друга не случайно. Мы встречаем только тех, кто уже существует в нашем подсознании."
"Чем больше узнаю людей, тем больше мне нравятся собаки.","Чем больше узнаю людей, тем больше мне нравятся собаки."
"Женщина может любить одновременно двух мужчин... до тех пор, пока один из них не узнает об этом.","Женщина может любить одновременно двух мужчин... до тех пор, пока один из них не узнает об этом."
Жить — значит медленно рождаться.,Жить — значит медленно рождаться.
"Если вы не думаете о будущем, у вас его не будет.","Если вы не думаете о будущем, у вас его не будет."
История нас рассудит.,История нас рассудит.
"Лучше иметь умного врага, чем дурного друга.","Лучше иметь умного врага, чем дурного друга."
"Не поговорить с человеком, который достоин разговора, значит потерять человека. А говорить с человеком, который разговора не достоин, — значит терять слова. Мудрый не теряет ни людей, ни слов.","Не поговорить с человеком, который достоин разговора, значит потерять человека. А говорить с человеком, который разговора не достоин, — значит терять слова. Мудрый не теряет ни людей, ни слов."
"Мы притягиваем в свою жизнь всё то, о чем думаем.","Мы притягиваем в свою жизнь всё то, о чем думаем."
"Удивления достойны поступки Творца!
Переполнены горечью наши сердца:
Мы уходим из этого мира, не зная
Ни начала, ни смысла его, ни конца.","Удивления достойны поступки Творца!
Переполнены горечью наши сердца:
Мы уходим из этого мира, не зная
Ни начала, ни смысла его, ни конца."
"Жизнь слишком коротка, чтобы тратить ее на диеты, жадных мужчин и плохое настроение.","Жизнь слишком коротка, чтобы тратить ее на диеты, жадных мужчин и плохое настроение."
"Вставай рано на рассвете и помни, что закат придет, когда его совсем не ждёшь.","Вставай рано на рассвете и помни, что закат придет, когда его совсем не ждёшь."
"Да, человек смертен, но это было бы еще полбеды. Плохо то, что он иногда внезапно смертен, вот в чем фокус!","Да, человек смертен, но это было бы еще полбеды. Плохо то, что он иногда внезапно смертен, вот в чем фокус!"
"Общаясь с дураком не оберешься срама,
Поэтому совет ты выслушай Хайяма:
Яд, мудрецом предложенный, прими,
Из рук же дурака не принимай бальзама","Общаясь с дураком не оберешься срама,
Поэтому совет ты выслушай Хайяма:
Яд, мудрецом предложенный, прими,
Из рук же дурака не принимай бальзама"
"Не пристало хороших людей обижать,
Не пристало, как хищник в пустыне, рычать.
Не умно похваляться добытым богатством,
Не пристало за званья себя почитать!","Не пристало хороших людей обижать,
Не пристало, как хищник в пустыне, рычать.
Не умно похваляться добытым богатством,
Не пристало за званья себя почитать!"
"Мы за равенство только с теми, кто нас превосходит.","Мы за равенство только с теми, кто нас превосходит."
Вовремя смыться - тоже большое искусство.,Вовремя смыться - тоже большое искусство.
"Чтобы мы видели, сколько мы переедаем, наш живот расположен на той же стороне, что и глаза.","Чтобы мы видели, сколько мы переедаем, наш живот расположен на той же стороне, что и глаза."
Все в этой книге может оказаться ошибкой.,Все в этой книге может оказаться ошибкой.
"Когда даёшь себя приручить, потом случается и плакать.","Когда даёшь себя приручить, потом случается и плакать."
"Ты скажешь эта жизнь — одно мгновенье.
Её цени, в ней черпай вдохновенье.
Как проведёшь её, так и пройдёт,
Не забывай: она — твоё творенье.","Ты скажешь эта жизнь — одно мгновенье.
Её цени, в ней черпай вдохновенье.
Как проведёшь её, так и пройдёт,
Не забывай: она — твоё творенье."
"Если у вас есть возможность явить милосердие, не пропускайте вперед даже учителя.","Если у вас есть возможность явить милосердие, не пропускайте вперед даже учителя."
"Все, что ты говоришь, говорит о тебе, и особенно то, что ты говоришь о других.","Все, что ты говоришь, говорит о тебе, и особенно то, что ты говоришь о других."
"Когда я умру, похороните меня и на памятнике напишите: ""Умерла от отвращения"".","Когда я умру, похороните меня и на памятнике напишите: ""Умерла от отвращения""."
"Морскую болезнь вызывают у меня люди, а не море. Но, боюсь, наука еще не нашла лекарства от этого недуга.","Морскую болезнь вызывают у меня люди, а не море. Но, боюсь, наука еще не нашла лекарства от этого недуга."
"Жизнь проходит и не кланяется, как сердитая соседка.","Жизнь проходит и не кланяется, как сердитая соседка."
"Ветер жизни иногда свиреп.
В целом жизнь, однако, хороша.
И не страшно, когда черный хлеб,
Страшно, когда черная душа...","Ветер жизни иногда свиреп.
В целом жизнь, однако, хороша.
И не страшно, когда черный хлеб,
Страшно, когда черная душа..."
"Жизнь была бы намного счастливее, если бы мы рождались в возрасте 80 лет и постепенно достигали 18 лет.","Жизнь была бы намного счастливее, если бы мы рождались в возрасте 80 лет и постепенно достигали 18 лет."
"Серая скука, и страх, и злоба - вот причины того, что жизнь столь коротка.","Серая скука, и страх, и злоба - вот причины того, что жизнь столь коротка."
"Когда ты хорошо делаешь свою работу, никто не обращает на это внимания. Но когда ты её портишь, дерьмо льётся изо всех дыр.","Когда ты хорошо делаешь свою работу, никто не обращает на это внимания. Но когда ты её портишь, дерьмо льётся изо всех дыр."
"Говорят, что труднее всего прожить первые семьдесят лет. А там дело пойдет на лад.","Говорят, что труднее всего прожить первые семьдесят лет. А там дело пойдет на лад."
Сняться в плохом фильме - все равно что плюнуть в вечность.,Сняться в плохом фильме - все равно что плюнуть в вечность.
"То, что Бог нам однажды отмерил, друзья,
Увеличить нельзя и уменьшить нельзя.
Постараемся с толком истратить наличность,
На чужое не зарясь, взаймы не прося.","То, что Бог нам однажды отмерил, друзья,
Увеличить нельзя и уменьшить нельзя.
Постараемся с толком истратить наличность,
На чужое не зарясь, взаймы не прося."
"Любовь умирает. Величайшая трагедия жизни состоит не в том, что люди гибнут, а в том, что они перестают любить.","Любовь умирает. Величайшая трагедия жизни состоит не в том, что люди гибнут, а в том, что они перестают любить."
"Единственное, что разрушает мечты — это компромисс.","Единственное, что разрушает мечты — это компромисс."
"Разве истинная человечность далеко от нас? Стоит возжелать ее, и она тут же окажется рядом!","Разве истинная человечность далеко от нас? Стоит возжелать ее, и она тут же окажется рядом!"
"Жизнь — пустыня, по ней мы бредем нагишом.
Смертный, полный гордыни, ты просто смешон!
Ты для каждого шага находишь причину —
Между тем он давно в небесах предрешен.","Жизнь — пустыня, по ней мы бредем нагишом.
Смертный, полный гордыни, ты просто смешон!
Ты для каждого шага находишь причину —
Между тем он давно в небесах предрешен."
"Мы учимся, увы, для школы, а не для жизни.","Мы учимся, увы, для школы, а не для жизни."
"Он ненавидел, когда его обзывали кретином. Все кретины ненавидят, когда их называют кретинами.","Он ненавидел, когда его обзывали кретином. Все кретины ненавидят, когда их называют кретинами."
"Можешь быть небрежным в одежде, — если это в твоем характере. Но душу надо содержать в опрятности.","Можешь быть небрежным в одежде, — если это в твоем характере. Но душу надо содержать в опрятности."
"Хорошие друзья, хорошие книги и спящая совесть - вот идеальная жизнь.","Хорошие друзья, хорошие книги и спящая совесть - вот идеальная жизнь."
"...люди и созданы, чтобы друг друга мучить.","...люди и созданы, чтобы друг друга мучить."
Самый лучший способ подбодрить себя — это подбодрить кого-нибудь.,Самый лучший способ подбодрить себя — это подбодрить кого-нибудь.
"Сейчас, когда человек стесняется сказать, что ему не хочется умирать, он говорит так: очень хочется выжить, чтобы посмотреть, что будет потом. Как будто если бы не это, он немедленно был бы готов лечь в гроб.","Сейчас, когда человек стесняется сказать, что ему не хочется умирать, он говорит так: очень хочется выжить, чтобы посмотреть, что будет потом. Как будто если бы не это, он немедленно был бы готов лечь в гроб."
"Двое начинают скучать не тогда, когда они долго находятся физически в одном месте. Они скучают, если далеки друг от друга ментально и духовно.","Двое начинают скучать не тогда, когда они долго находятся физически в одном месте. Они скучают, если далеки друг от друга ментально и духовно."
