Question,Answer
"Ваши планы не обязательно должны быть необычайными, чтобы сделать вас необычайно счастливыми.","Ваши планы не обязательно должны быть необычайными, чтобы сделать вас необычайно счастливыми."
"Мудрый! Если ты желаешь возвестить людям какую-либо важную истину, облеки оную в одежду общего мнения.","Мудрый! Если ты желаешь возвестить людям какую-либо важную истину, облеки оную в одежду общего мнения."
"Жизнь — слишком важная вещь, чтобы о ней можно было говорить серьёзно.","Жизнь — слишком важная вещь, чтобы о ней можно было говорить серьёзно."
"Улыбка ничего не стоит, но дорого ценится.","Улыбка ничего не стоит, но дорого ценится."
"Духовно бедный человек плохо переносит одиночество и общается для того, чтобы брать.
Духовно зрелый человек хорошо переносит одиночество и общается для того, чтобы отдать.","Духовно бедный человек плохо переносит одиночество и общается для того, чтобы брать.
Духовно зрелый человек хорошо переносит одиночество и общается для того, чтобы отдать."
"Все, что происходит в жизни, есть материализация чьих-то мыслей, я уверен. Они необязательно материализуются буквально, но так или иначе это происходит.","Все, что происходит в жизни, есть материализация чьих-то мыслей, я уверен. Они необязательно материализуются буквально, но так или иначе это происходит."
Самые нелепые поступки человек совершает всегда из благороднейших побуждений.,Самые нелепые поступки человек совершает всегда из благороднейших побуждений.
Не выйдешь из жизни живым.,Не выйдешь из жизни живым.
"Когда человек любит подвиги, он всегда умеет их сделать и найдет, где это можно. В жизни, знаешь ли, всегда есть место подвигам.","Когда человек любит подвиги, он всегда умеет их сделать и найдет, где это можно. В жизни, знаешь ли, всегда есть место подвигам."
"Если вы что-то ищете и не находите, не теряйте надежды. Может быть, это «что-то» найдет вас.","Если вы что-то ищете и не находите, не теряйте надежды. Может быть, это «что-то» найдет вас."
"Что такое, в сущности, жизнь? Ожидание в прихожей у смерти.","Что такое, в сущности, жизнь? Ожидание в прихожей у смерти."
"Сумасшедший мир. Дурацкое время. Люди совершенно разучились жить. Работа, работа, работа. Весь смысл жизни в работе.","Сумасшедший мир. Дурацкое время. Люди совершенно разучились жить. Работа, работа, работа. Весь смысл жизни в работе."
"Мы часто раскаиваемся в том, что говорим, но редко сожалеем о том, что молчали.","Мы часто раскаиваемся в том, что говорим, но редко сожалеем о том, что молчали."
"Удобная ложь чаще приводит к единению, чем неудобная правда.","Удобная ложь чаще приводит к единению, чем неудобная правда."
"Моя философия жизни проста: мне нужно кого-то любить, чего-то ждать и что-то делать.","Моя философия жизни проста: мне нужно кого-то любить, чего-то ждать и что-то делать."
Мода исказила все национальные костюмы и не создала ничего красивого.,Мода исказила все национальные костюмы и не создала ничего красивого.
"Природа не терпит пустоты: там, где люди не знают правды, они заполняют пробелы домыслом.","Природа не терпит пустоты: там, где люди не знают правды, они заполняют пробелы домыслом."
"Надо просто делать всё, на что ты способен, а не гадать, как сложатся обстоятельства.","Надо просто делать всё, на что ты способен, а не гадать, как сложатся обстоятельства."
"Это не мои приключения, это не моя жизнь! Она приглажена, причесана, напудрена и кастрирована!","Это не мои приключения, это не моя жизнь! Она приглажена, причесана, напудрена и кастрирована!"
"Бросая утопающему якорь спасения, не старайтесь попасть ему непременно в голову.","Бросая утопающему якорь спасения, не старайтесь попасть ему непременно в голову."
"Идеальная пара: он — Квазимодо, она — слепая. Он никогда не уйдет к другой, она никогда не увидит его уродства.","Идеальная пара: он — Квазимодо, она — слепая. Он никогда не уйдет к другой, она никогда не увидит его уродства."
"Понял я, что в детстве снег пушистей,
зеленее в юности холмы,
понял я, что в жизни столько жизней,
сколько раз любили в жизни мы.","Понял я, что в детстве снег пушистей,
зеленее в юности холмы,
понял я, что в жизни столько жизней,
сколько раз любили в жизни мы."
"Важно не во что мы верим, а что мы знаем.","Важно не во что мы верим, а что мы знаем."
"Я заметил, что даже те люди, которые утверждают, что все предрешено и что с этим ничего нельзя поделать, смотрят по сторонам, прежде чем переходить дорогу.","Я заметил, что даже те люди, которые утверждают, что все предрешено и что с этим ничего нельзя поделать, смотрят по сторонам, прежде чем переходить дорогу."
"Едва начав жить, мы умираем; поэтому нет ничего бесполезнее, чем погоня за славой.","Едва начав жить, мы умираем; поэтому нет ничего бесполезнее, чем погоня за славой."
"Подумав — решайся, а решившись — не думай.","Подумав — решайся, а решившись — не думай."
"Во все времена негодяи старались маскировать свои гнусные поступки интересами религии, морали и патриотизма.","Во все времена негодяи старались маскировать свои гнусные поступки интересами религии, морали и патриотизма."
"Жизнь — это волнующее приключение, и самая прекрасная жизнь — это жизнь, прожитая для других людей.","Жизнь — это волнующее приключение, и самая прекрасная жизнь — это жизнь, прожитая для других людей."
"Мы восхищаемся тем, что нам близко.","Мы восхищаемся тем, что нам близко."
"Бывают минуты и часы, которые равны целой счастливой жизни и после которых лучше бы сразу умереть.","Бывают минуты и часы, которые равны целой счастливой жизни и после которых лучше бы сразу умереть."
"Мы все пьем из источника счастья дырявым сосудом; когда он доходит до наших уст, то бывает почти пуст.","Мы все пьем из источника счастья дырявым сосудом; когда он доходит до наших уст, то бывает почти пуст."
"Это так просто: нужно жить до тех пор, пока не умрешь.","Это так просто: нужно жить до тех пор, пока не умрешь."
"В этом мире жить невозможно, но больше негде.","В этом мире жить невозможно, но больше негде."
"Если вы заставите людей думать, что они думают, – они полюбят вас. Но если вы действительно заставите их думать, они вас возненавидят.","Если вы заставите людей думать, что они думают, – они полюбят вас. Но если вы действительно заставите их думать, они вас возненавидят."
"Я всегда была готова дать объяснения, но никогда не приносила извинений, если делала то, что считала правильным.","Я всегда была готова дать объяснения, но никогда не приносила извинений, если делала то, что считала правильным."
"Публика требует от живописца максимально возможной оригинальности – и при этом не приемлет его, если его произведения не напоминают произведения других!","Публика требует от живописца максимально возможной оригинальности – и при этом не приемлет его, если его произведения не напоминают произведения других!"
"Как приятно сидеть дома, когда по крыше стучит дождь и когда знаешь, что в доме твоём нет тяжёлых скучных людей.","Как приятно сидеть дома, когда по крыше стучит дождь и когда знаешь, что в доме твоём нет тяжёлых скучных людей."
"Сила правительства держится на невежестве народа, и оно знает это и потому всегда будет бороться против просвещения. Пора нам понять это.","Сила правительства держится на невежестве народа, и оно знает это и потому всегда будет бороться против просвещения. Пора нам понять это."
"У любого плана действий есть своя цена и свой риск. Но они значительно меньше, чем цена и риск комфортабельного ничегонеделания.","У любого плана действий есть своя цена и свой риск. Но они значительно меньше, чем цена и риск комфортабельного ничегонеделания."
"Русский человек любит вспоминать, но не любит жить.","Русский человек любит вспоминать, но не любит жить."
"Человек — животное стадное, причем гораздо больше в умственном отношении, чем в телесном. Он может пойти гулять в одиночку, но он не выносит одиночества в своих мнениях.","Человек — животное стадное, причем гораздо больше в умственном отношении, чем в телесном. Он может пойти гулять в одиночку, но он не выносит одиночества в своих мнениях."
"Война — это некая акция, благодаря коей люди, которые не знают друг друга, убивают друг друга ради славы и выгоды людей, которые друг друга знают и друг друга не убивают.","Война — это некая акция, благодаря коей люди, которые не знают друг друга, убивают друг друга ради славы и выгоды людей, которые друг друга знают и друг друга не убивают."
"Надо уметь выкраивать из жизни кусочки счастья, иначе повседневная рутина сожрёт их начисто.","Надо уметь выкраивать из жизни кусочки счастья, иначе повседневная рутина сожрёт их начисто."
"Он мечтал выйти вон из своей жизни, как выходят из квартиры на улицу.","Он мечтал выйти вон из своей жизни, как выходят из квартиры на улицу."
"Когда человек спорит, он же не истину хочет доказать, он хочет доказать, что он умнее тебя.","Когда человек спорит, он же не истину хочет доказать, он хочет доказать, что он умнее тебя."
"Надеяться всегда лучше, чем отчаиваться.","Надеяться всегда лучше, чем отчаиваться."
"Так вот каков истории урок.
Меняется не сущность, только дата.","Так вот каков истории урок.
Меняется не сущность, только дата."
"Армия, занимающаяся убийством и грабежом, может дать бандитов и убийц, но не героев.","Армия, занимающаяся убийством и грабежом, может дать бандитов и убийц, но не героев."
"Наигранное прекраснодушие встречается довольно часто, чуть ли не на каждом шагу.","Наигранное прекраснодушие встречается довольно часто, чуть ли не на каждом шагу."
Нет ничего тягостней мучительной неизвестности.,Нет ничего тягостней мучительной неизвестности.
"Те, которые надеются стать философами путем изучения истории философии, скорее должны вынести из нее то убеждение, что философами родятся, так же как и поэтами, и притом гораздо реже.","Те, которые надеются стать философами путем изучения истории философии, скорее должны вынести из нее то убеждение, что философами родятся, так же как и поэтами, и притом гораздо реже."
"Только наука изменит мир. Наука в широком смысле: и как расщеплять атом, и как воспитывать детей. И взрослых тоже.","Только наука изменит мир. Наука в широком смысле: и как расщеплять атом, и как воспитывать детей. И взрослых тоже."
У всякого свои странности.,У всякого свои странности.
"Вся наша жизнь — игра, к тому же азартная.","Вся наша жизнь — игра, к тому же азартная."
Ваши мысли всегда возвращаются к вам бумерангом.,Ваши мысли всегда возвращаются к вам бумерангом.
"Мудрый не знает волнений, человечный не знает забот, смелый не знает страха.","Мудрый не знает волнений, человечный не знает забот, смелый не знает страха."
"Отпустив внутреннее сопротивление, часто обнаруживаешь, что к лучшему изменилась и внешняя ситуация.","Отпустив внутреннее сопротивление, часто обнаруживаешь, что к лучшему изменилась и внешняя ситуация."
"В том, что ты продаёшь, вовсе не надо смыслить. Именно тогда продаёшь всего успешней. Не видя изъянов, чувствуешь себя свободнее.","В том, что ты продаёшь, вовсе не надо смыслить. Именно тогда продаёшь всего успешней. Не видя изъянов, чувствуешь себя свободнее."
"И когда проклинают вас, мне не нравится, что вы хотите благословить проклинающих. Лучше прокляните и вы немного!","И когда проклинают вас, мне не нравится, что вы хотите благословить проклинающих. Лучше прокляните и вы немного!"
"Хороший способ обнаружить свои недостатки — найти то, что раздражает тебя в других.","Хороший способ обнаружить свои недостатки — найти то, что раздражает тебя в других."
"Во всякой жизни, как и во всяком деле, главное — это определить главное.","Во всякой жизни, как и во всяком деле, главное — это определить главное."
"Добро не должно сникать от ситуаций, которые создает зло!","Добро не должно сникать от ситуаций, которые создает зло!"
Каждый человек может быть самим собою только пока он одинок.,Каждый человек может быть самим собою только пока он одинок.
"Без любви и нежности жизнь не что иное, как мертвый, ржавый, скрипучий и безобразный механизм.","Без любви и нежности жизнь не что иное, как мертвый, ржавый, скрипучий и безобразный механизм."
"Позитивные стороны «Я» развиваются по мере того, как человек встречается с тревогой, двигается сквозь нее и преодолевает вызывающие тревогу переживания.","Позитивные стороны «Я» развиваются по мере того, как человек встречается с тревогой, двигается сквозь нее и преодолевает вызывающие тревогу переживания."
"Под маской высокого самомнения и за­носчивости обычно скрываются неуверенность в себе, стыд и самоуничижение.","Под маской высокого самомнения и за­носчивости обычно скрываются неуверенность в себе, стыд и самоуничижение."
"Общее между нами в том, что все мы — жители этой планеты. Все мы дышим одним воздухом. Живем ради будущего наших детей. И все мы смертны.","Общее между нами в том, что все мы — жители этой планеты. Все мы дышим одним воздухом. Живем ради будущего наших детей. И все мы смертны."
"Отец любит свое дитя, потому что оно его рождение; но он должен любить его еще как будущего человека. Только такая любовь к детям истинна и достойна называться любовью; всякая же другая есть эгоизм, холодное самолюбие.","Отец любит свое дитя, потому что оно его рождение; но он должен любить его еще как будущего человека. Только такая любовь к детям истинна и достойна называться любовью; всякая же другая есть эгоизм, холодное самолюбие."
"Ни один луч солнца не пропадает зря, но зелени, которую он пробуждает от сна, необходимо время, чтобы прорасти, и сеятель не всегда будет награжден зрелищем урожая. Труд ценен лишь тогда, когда человек трудится с верой.","Ни один луч солнца не пропадает зря, но зелени, которую он пробуждает от сна, необходимо время, чтобы прорасти, и сеятель не всегда будет награжден зрелищем урожая. Труд ценен лишь тогда, когда человек трудится с верой."
Человек всегда велик в намерениях. Но не в их выполнении. В этом и состоит его очарование.,Человек всегда велик в намерениях. Но не в их выполнении. В этом и состоит его очарование.
"У каждого человека бывает три молодости: молодость тела, молодость сердца и молодость ума. К несчастью, они никогда не совпадают.","У каждого человека бывает три молодости: молодость тела, молодость сердца и молодость ума. К несчастью, они никогда не совпадают."
"Нужно бороться с собой. Борясь — побеждать. Победа — самоутверждение. Самоутверждение — сила, помогающая отыскать единственно верный путь к своему счастью.","Нужно бороться с собой. Борясь — побеждать. Победа — самоутверждение. Самоутверждение — сила, помогающая отыскать единственно верный путь к своему счастью."
"Поступайте так, чтобы любой ваш поступок мог быть возведен во всеобщее правило.","Поступайте так, чтобы любой ваш поступок мог быть возведен во всеобщее правило."
"Прежде всего меня приводит в ужас и смущение то безнадежное одиночество, на которое обрекает меня моя философская система.","Прежде всего меня приводит в ужас и смущение то безнадежное одиночество, на которое обрекает меня моя философская система."
"Всякое обвинение, даже если оно высказывается в дамском обществе, должно быть формулировано с возможною определенностью, иначе оно не обвинение, а пустое злословие, недостойное порядочных людей.","Всякое обвинение, даже если оно высказывается в дамском обществе, должно быть формулировано с возможною определенностью, иначе оно не обвинение, а пустое злословие, недостойное порядочных людей."
Думать каждый день о чёрном дне — значит делать чёрным каждый день.,Думать каждый день о чёрном дне — значит делать чёрным каждый день.
"Все мы игнорируем целое и ценим только то, что соответствует нашей цели.","Все мы игнорируем целое и ценим только то, что соответствует нашей цели."
"Берегите свое возмущение для важных обстоятельств: будьте пастырем ваших слез. Сцены только тогда эффективны, когда редки.","Берегите свое возмущение для важных обстоятельств: будьте пастырем ваших слез. Сцены только тогда эффективны, когда редки."
"Брак – это икра на завтрак, на обед и на ужин: тем, что обожаешь, тоже можно обожраться до тошноты.","Брак – это икра на завтрак, на обед и на ужин: тем, что обожаешь, тоже можно обожраться до тошноты."
"Нет такого демократичного общества, в котором богатство не создавало бы своего рода аристократии.","Нет такого демократичного общества, в котором богатство не создавало бы своего рода аристократии."
"Когда человек не знает, к какой пристани он держит путь, для него ни один ветер не будет попутным.","Когда человек не знает, к какой пристани он держит путь, для него ни один ветер не будет попутным."
"Когда тебя никто не ждет, ты особенно ждёшь.","Когда тебя никто не ждет, ты особенно ждёшь."
"Многие мужчины, влюбившись в ямочку на щеке, по ошибке женятся на всей девушке.","Многие мужчины, влюбившись в ямочку на щеке, по ошибке женятся на всей девушке."
"Чего не следует делать, того не делай даже в мыслях.","Чего не следует делать, того не делай даже в мыслях."
"Да, хорошо, конечно, где нас нет;
Когда привычный угол мы теряем,
Он поневоле кажется нам раем.","Да, хорошо, конечно, где нас нет;
Когда привычный угол мы теряем,
Он поневоле кажется нам раем."
"Только терпеливый закончит дело, а торопливый упадет.","Только терпеливый закончит дело, а торопливый упадет."
"Любовь — это не моя чашка чая. Я свою выпил в 25 лет и с тех пор занимаюсь только сексом и искусством. На мой взгляд, это абсолютно равнозначная замена.","Любовь — это не моя чашка чая. Я свою выпил в 25 лет и с тех пор занимаюсь только сексом и искусством. На мой взгляд, это абсолютно равнозначная замена."
"Вступая в брак, мужчина и женщина становятся одним человеком — вопрос только, которым.","Вступая в брак, мужчина и женщина становятся одним человеком — вопрос только, которым."
"Удивительно устроен человек: он огорчается, когда теряет богатство, но равнодушен к тому, что безвозвратно уходят дни жизни.","Удивительно устроен человек: он огорчается, когда теряет богатство, но равнодушен к тому, что безвозвратно уходят дни жизни."
"Судьба не приносит нам ни зла, ни добра, она поставляет лишь сырую материю того и другого и способное оплодотворить эту материю семя.","Судьба не приносит нам ни зла, ни добра, она поставляет лишь сырую материю того и другого и способное оплодотворить эту материю семя."
"Никому ещё не удавалось вырасти, не совершив при этом ошибок.","Никому ещё не удавалось вырасти, не совершив при этом ошибок."
"Человек без сюрприза внутри, в своём ящике, неинтересен.","Человек без сюрприза внутри, в своём ящике, неинтересен."
"Каждому мужчине нужны в жизни три женщины: мать, жена и ещё хотя бы одна, считающая его мужчиной.","Каждому мужчине нужны в жизни три женщины: мать, жена и ещё хотя бы одна, считающая его мужчиной."
"Родственники - ужасный народ. Они не вносят в вашу жизнь ничего хорошего и считают, что это дает им право вечно вмешиваться в ваши дела. И еще нахально требуют, чтобы вы их любили.","Родственники - ужасный народ. Они не вносят в вашу жизнь ничего хорошего и считают, что это дает им право вечно вмешиваться в ваши дела. И еще нахально требуют, чтобы вы их любили."
Всё проходит - это самая верная истина на свете.,Всё проходит - это самая верная истина на свете.
"Коли веришь – есть, не веришь – нет... Во что веришь, то и есть...","Коли веришь – есть, не веришь – нет... Во что веришь, то и есть..."
Преступность — это нормальная реакция нормальных людей на ненормальные условия жизни.,Преступность — это нормальная реакция нормальных людей на ненормальные условия жизни.
"Ничто так не вводит в заблуждение и не задерживает в продвижении вперёд, как самонадеянность, которая всему придаёт вид достоверности.","Ничто так не вводит в заблуждение и не задерживает в продвижении вперёд, как самонадеянность, которая всему придаёт вид достоверности."
"Главная способность человека — способность к забвению. Но справедливости ради следует заметить, что он забывает даже то добро, которое сам сотворил.","Главная способность человека — способность к забвению. Но справедливости ради следует заметить, что он забывает даже то добро, которое сам сотворил."
"Ушло радостное удивление жизнью, ожидание счастья в мире, который казался таким заманчивым и прекрасным. Теперь она знает, что мир несправедлив, жесток и беспощаден.","Ушло радостное удивление жизнью, ожидание счастья в мире, который казался таким заманчивым и прекрасным. Теперь она знает, что мир несправедлив, жесток и беспощаден."
"Успех сопутствует делу, которым занимаются с желанием.","Успех сопутствует делу, которым занимаются с желанием."
"Неверность прощают, но не забывают.","Неверность прощают, но не забывают."
"Мир — хорошо, однако при том дремать не надлежит, чтоб не связали рук, да и солдаты чтоб не сделались бабами.","Мир — хорошо, однако при том дремать не надлежит, чтоб не связали рук, да и солдаты чтоб не сделались бабами."
Величественная трагедия жизни определяет наш высший идеал – духовное благородство перед лицом неизбежного поражения.,Величественная трагедия жизни определяет наш высший идеал – духовное благородство перед лицом неизбежного поражения.
Жизнь — одна из не зависящих от нас и иногда очень тяжелых обязанностей.,Жизнь — одна из не зависящих от нас и иногда очень тяжелых обязанностей.
И что только ни делает с человеком природа!,И что только ни делает с человеком природа!
"В жизни такое бывает, чего ни в одной книжке не прочитаешь.","В жизни такое бывает, чего ни в одной книжке не прочитаешь."
"Представьте себе, что из вашей жизни вычеркнули один особенно важный день, и подумайте, как по-иному повернулось бы ее течение.","Представьте себе, что из вашей жизни вычеркнули один особенно важный день, и подумайте, как по-иному повернулось бы ее течение."
"Сильный мужчина не нуждается в том, чтобы самоутверждаться за счёт женщины, имевшей слабость его полюбить. Ему и без того есть где проявить свою силу.","Сильный мужчина не нуждается в том, чтобы самоутверждаться за счёт женщины, имевшей слабость его полюбить. Ему и без того есть где проявить свою силу."
"Когда мы счастливы, мы кажемся себе хорошими людьми, но не все хорошие люди счастливы.","Когда мы счастливы, мы кажемся себе хорошими людьми, но не все хорошие люди счастливы."
"Когда сомневаешься, выбирай жизнь.","Когда сомневаешься, выбирай жизнь."
"Очень немногие люди, и притом самые значительные, способны просто и откровенно сказать: «не знаю».","Очень немногие люди, и притом самые значительные, способны просто и откровенно сказать: «не знаю»."
"Мы ответственны не только за то, что делаем, но и за то, что не делаем.","Мы ответственны не только за то, что делаем, но и за то, что не делаем."
"Перед погонщицей — своей судьбой — не трусь.
Не так уж долго ей владеть тобой, не трусь.
Что в прошлом кануло, все провожай улыбкой,
И пусть грядущее грозит бедой, не трусь.","Перед погонщицей — своей судьбой — не трусь.
Не так уж долго ей владеть тобой, не трусь.
Что в прошлом кануло, все провожай улыбкой,
И пусть грядущее грозит бедой, не трусь."
"Вздыхаем по тому, чего у нас больше нет, и слишком часто думаем о прошлом.","Вздыхаем по тому, чего у нас больше нет, и слишком часто думаем о прошлом."
"Подобно тому, как существует болезнь тела, существует также и болезнь образа жизни.","Подобно тому, как существует болезнь тела, существует также и болезнь образа жизни."
Только сам человек может найти для себя цель своей жизни и способы ее достижения.,Только сам человек может найти для себя цель своей жизни и способы ее достижения.
"Так как люди не хотят беспокойства, не хотят неопределенности, они устанавливают модели поведения, мышления, отношений с другими людьми. Затем они становятся рабами этих моделей и принимают модели за реальную жизнь.","Так как люди не хотят беспокойства, не хотят неопределенности, они устанавливают модели поведения, мышления, отношений с другими людьми. Затем они становятся рабами этих моделей и принимают модели за реальную жизнь."
"Если постоянно следовать заведенному порядку, можно рехнуться.","Если постоянно следовать заведенному порядку, можно рехнуться."
"Самый чудесный город это тот, где человек счастлив.","Самый чудесный город это тот, где человек счастлив."
"Время на все есть: свой час для беседы, свой час для покоя.","Время на все есть: свой час для беседы, свой час для покоя."
Убирать квартиру совершенно излишне. После первых четырёх лет она уже не станет грязнее.,Убирать квартиру совершенно излишне. После первых четырёх лет она уже не станет грязнее.
"В демократическом обществе безобидный гражданин становится опасным, как только превращается в избирателя или потребителя.","В демократическом обществе безобидный гражданин становится опасным, как только превращается в избирателя или потребителя."
"Вслед за холодной зимой всегда приходит солнечная весна; только этот закон и следует в жизни помнить, а обратный — предпочтительнее позабыть.","Вслед за холодной зимой всегда приходит солнечная весна; только этот закон и следует в жизни помнить, а обратный — предпочтительнее позабыть."
"Если в жизни нет удовольствия, то должен быть хоть какой-нибудь смысл.","Если в жизни нет удовольствия, то должен быть хоть какой-нибудь смысл."
"Ты так и не узнаешь, на что способен, если струсишь.","Ты так и не узнаешь, на что способен, если струсишь."
"Кто умеет внушить, что он не очень хитер, тот уже далеко не прост.","Кто умеет внушить, что он не очень хитер, тот уже далеко не прост."
